time vout i_vip i_vin v_bias_p v_bias_n i_vdn2 i_vup2 i_vvp v_up
0.000000000000000000e+00 1.215375199999999989e+00 2.031910939999999997e-08 2.032820320000000037e-08 5.364967529999999929e-01 4.093565059999999950e-12 4.738431869999999661e-13 -4.350695540000000035e-06 1.199999999999999956e+00 0.000000000000000000e+00
1.000000000000000030e-13 1.215369649999999968e+00 -1.177065959999999979e-05 3.734711399999999853e-06 5.359443889999999655e-01 -1.634241139999999901e-06 1.201343680000000001e-03 -8.741609500000000182e-04 1.187999999999999945e+00 0.000000000000000000e+00
2.000000000000000061e-13 1.215363860000000074e+00 -1.482728120000000074e-05 4.993370449999999659e-06 5.354119800000000096e-01 -2.615863490000000139e-06 1.241625959999999957e-03 -8.885162199999999903e-04 1.175999999999999934e+00 0.000000000000000000e+00
4.000000000000000121e-13 1.215352030000000028e+00 -1.628458030000000002e-05 5.974522980000000069e-06 5.343404849999999762e-01 -3.566757660000000032e-06 1.257669710000000086e-03 -8.802457560000000007e-04 1.151999999999999913e+00 0.000000000000000000e+00
8.000000000000000243e-13 1.215326829999999969e+00 -1.704544989999999964e-05 6.307027419999999863e-06 5.320438549999999545e-01 -3.717781710000000150e-06 1.293660210000000107e-03 -8.843527719999999840e-04 1.104000000000000092e+00 0.000000000000000000e+00
1.600000000000000049e-12 1.215263310000000097e+00 -2.318849209999999971e-05 9.214705709999999802e-06 5.261355349999999875e-01 -5.383997660000000018e-06 1.497663609999999937e-03 -9.085528469999999473e-04 1.008000000000000007e+00 0.000000000000000000e+00
3.200000000000000097e-12 1.214988830000000020e+00 -3.310473409999999963e-05 1.615202559999999853e-05 5.070670470000000485e-01 -9.676818030000000647e-06 2.423390090000000167e-03 -9.542471099999999670e-04 8.159999999999999476e-01 0.000000000000000000e+00
6.400000000000000194e-12 1.214002019999999904e+00 6.328091040000000135e-06 1.506714740000000012e-05 4.620729980000000126e-01 -9.531093180000000355e-06 2.958545029999999805e-03 -9.171375589999999868e-04 4.319999999999999951e-01 0.000000000000000000e+00
9.999999999999999395e-12 1.212694179999999955e+00 3.284380469999999768e-05 3.655568009999999991e-06 4.335890279999999875e-01 -2.691758219999999853e-06 2.643035800000000015e-03 -7.947417789999999902e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.051967859999999986e-11 1.212671859999999935e+00 7.758884120000000365e-06 -1.247192279999999999e-07 4.339673589999999970e-01 -6.970855340000000559e-08 1.482919140000000006e-04 6.625108299999999339e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.155903580000000080e-11 1.212631350000000108e+00 8.391256190000000135e-06 -7.349551969999999527e-07 4.346124479999999846e-01 6.435678150000000000e-07 8.681127479999999508e-05 7.910065140000000557e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.363775029999999949e-11 1.212550070000000035e+00 8.077274180000000510e-06 1.700956659999999960e-07 4.354946270000000230e-01 -1.771086890000000113e-07 1.550333060000000016e-04 5.771071750000000079e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.779517910000000161e-11 1.212385590000000013e+00 8.184259619999999355e-06 -3.109297829999999992e-07 4.365366500000000261e-01 3.358368199999999739e-07 1.075031849999999965e-04 6.448154119999999787e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.611003679999999945e-11 1.212055710000000008e+00 7.290243219999999754e-06 5.321904440000000253e-07 4.369782440000000157e-01 -3.900133309999999961e-07 1.882773789999999899e-04 3.040300259999999854e-05 0.000000000000000000e+00 0.000000000000000000e+00
4.273975230000000165e-11 1.211469839999999909e+00 6.353898990000000206e-06 -4.237201070000000028e-07 4.382677640000000041e-01 4.029716439999999959e-07 9.114101820000000622e-05 3.550390219999999936e-05 0.000000000000000000e+00 0.000000000000000000e+00
7.599918320000000275e-11 1.210721160000000074e+00 3.710849679999999910e-06 -3.190882450000000201e-07 4.517731850000000215e-01 1.488055179999999878e-07 7.104051499999999961e-05 9.164731590000000139e-06 0.000000000000000000e+00 0.000000000000000000e+00
1.314566090000000047e-10 1.210206109999999891e+00 7.445731149999999469e-08 -2.660561459999999839e-07 4.685951899999999948e-01 2.892530119999999933e-07 -1.247689059999999971e-05 8.836184669999999863e-06 0.000000000000000000e+00 0.000000000000000000e+00
1.893904149999999922e-10 1.210049439999999921e+00 -1.320998870000000020e-09 -2.423649280000000102e-08 4.778208860000000002e-01 -4.455765759999999775e-08 2.473503120000000087e-05 -6.454255410000000012e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.826641029999999803e-10 1.209952389999999989e+00 -1.133060680000000041e-07 -1.202098189999999943e-07 4.863163480000000094e-01 1.900201359999999939e-07 -2.150234089999999965e-05 3.130973949999999913e-06 0.000000000000000000e+00 0.000000000000000000e+00
4.147767000000000221e-10 1.209904939999999929e+00 4.463174070000000062e-07 7.157802459999999869e-08 4.924055969999999727e-01 -1.100500050000000010e-07 2.258674819999999961e-05 -9.784154630000000232e-06 0.000000000000000000e+00 0.000000000000000000e+00
