dly pw_up pw_down
0u 4.961828e-05 4.967703e-05
1.008064u 1.632560e-05 6.005919e-01
2.016129u 1.626245e-05 5.644016e-01
3.024193u 1.619875e-05 5.280555e-01
4.032258u 1.612973e-05 4.917034e-01
5.040322u 1.605038e-05 4.555314e-01
6.048387u 1.596792e-05 4.191761e-01
7.056451u 1.587388e-05 3.729771e-01
8.064516u 1.576735e-05 3.245817e-01
9.072580u 1.565031e-05 2.761863e-01
10.080645u 1.551246e-05 2.277908e-01
11.088709u 1.534906e-05 1.793953e-01
12.096774u 1.514941e-05 1.309998e-01
13.104838u 1.489646e-05 9.024294e-02
14.112903u 1.453880e-05 5.394626e-02
15.120967u 1.382700e-05 1.764950e-02
16.129032u 1.765018e-02 1.382859e-05
17.137096u 5.393926e-02 1.453775e-05
18.145161u 9.023853e-02 1.489626e-05
19.153225u 1.265436e-01 1.515212e-05
20.161290u 1.628138e-01 1.534910e-05
21.169354u 1.991215e-01 1.551367e-05
22.177419u 2.353931e-01 1.564996e-05
23.185483u 2.716840e-01 1.576665e-05
24.193548u 3.079750e-01 1.587351e-05
25.201612u 3.442659e-01 1.596664e-05
26.209677u 3.805569e-01 1.605040e-05
27.217741u 4.168479e-01 1.612704e-05
28.225806u 4.531389e-01 1.619737e-05
29.233870u 4.894298e-01 1.626238e-05
30.241935u 5.257208e-01 1.632277e-05
31.250000u 4.961822e-05 4.967693e-05
