dly pw_up pw_down
0u 4.714638e-08 4.720728e-08
1.008064u 4.740884e-08 6.608318e-01
2.016129u 4.736311e-08 6.208498e-01
3.024193u 4.736467e-08 5.810461e-01
4.032258u 4.734237e-08 5.410613e-01
5.040322u 4.731936e-08 5.010700e-01
6.048387u 4.729660e-08 4.612869e-01
7.056451u 4.576094e-08 4.105283e-01
8.064516u 4.574235e-08 3.572922e-01
9.072580u 4.572439e-08 3.040563e-01
10.080645u 4.570733e-08 2.508203e-01
11.088709u 4.569171e-08 1.975843e-01
12.096774u 4.567867e-08 1.443483e-01
13.104838u 4.710041e-08 9.942168e-02
14.112903u 4.707751e-08 5.949469e-02
15.120967u 1.038365e-05 1.957333e-02
16.129032u 1.957408e-02 1.038408e-05
17.137096u 5.949132e-02 1.137587e-05
18.145161u 9.942108e-02 1.180316e-05
19.153225u 1.393572e-01 1.206967e-05
20.161290u 1.792551e-01 1.226371e-05
21.169354u 2.191942e-01 1.242026e-05
22.177419u 2.591170e-01 1.255051e-05
23.185483u 2.990384e-01 1.266273e-05
24.193548u 3.389624e-01 1.275749e-05
25.201612u 3.788864e-01 1.284511e-05
26.209677u 4.188104e-01 1.292471e-05
27.217741u 4.587343e-01 1.299399e-05
28.225806u 4.986583e-01 1.305980e-05
29.233870u 5.385823e-01 1.312073e-05
30.241935u 5.785063e-01 1.317756e-05
31.250000u 1.500334e-05 1.500352e-05
