dly pw_up pw_down
0u 1.044324e-05 1.044326e-05
1.008064u 9.532283e-06 6.608212e-01
2.016129u 9.504721e-06 6.208415e-01
3.024193u 9.471446e-06 5.810402e-01
4.032258u 9.436755e-06 5.410577e-01
5.040322u 9.397964e-06 5.010689e-01
6.048387u 9.353092e-06 4.612883e-01
7.056451u 9.302788e-06 4.104459e-01
8.064516u 9.245551e-06 3.572108e-01
9.072580u 1.189271e-05 3.039748e-01
10.080645u 8.987117e-06 2.507406e-01
11.088709u 8.885161e-06 1.975055e-01
12.096774u 8.755685e-06 1.442704e-01
13.104838u 8.584985e-06 9.937459e-02
14.112903u 8.315207e-06 5.944827e-02
15.120967u 7.706237e-06 1.952202e-02
16.129032u 1.952277e-02 7.706502e-06
17.137096u 5.944056e-02 8.314087e-06
18.145161u 9.936974e-02 8.584521e-06
19.153225u 1.393053e-01 8.757515e-06
20.161290u 1.792026e-01 8.885500e-06
21.169354u 2.191411e-01 8.988174e-06
22.177419u 2.590408e-01 1.219704e-05
23.185483u 2.989613e-01 9.245754e-06
24.193548u 3.388822e-01 9.303006e-06
25.201612u 3.788033e-01 9.353281e-06
26.209677u 4.187240e-01 9.396567e-06
27.217741u 4.587432e-01 9.438142e-06
28.225806u 4.986713e-01 9.473584e-06
29.233870u 5.385994e-01 9.505240e-06
30.241935u 5.784105e-01 9.531627e-06
31.250000u 1.044324e-05 1.044326e-05
