dly pw_up pw_down
0u 2.529810e-05 2.529831e-05
1.008064u 6.613868e-06 6.006291e-01
2.016129u 6.582652e-06 5.642799e-01
3.024193u 6.546596e-06 5.280924e-01
4.032258u 6.509552e-06 4.917397e-01
5.040322u 1.405198e-05 4.553750e-01
6.048387u 6.421142e-06 4.192105e-01
7.056451u 6.367713e-06 3.729715e-01
8.064516u 6.309197e-06 3.245795e-01
9.072580u 6.241749e-06 2.761875e-01
10.080645u 6.162196e-06 2.277954e-01
11.088709u 6.070099e-06 1.794033e-01
12.096774u 5.947710e-06 1.310109e-01
13.104838u 5.781853e-06 9.025055e-02
14.112903u 5.521339e-06 5.395621e-02
15.120967u 4.918944e-06 1.766241e-02
16.129032u 1.766308e-02 4.919125e-06
17.137096u 5.396270e-02 5.521996e-06
18.145161u 9.024615e-02 5.781565e-06
19.153225u 1.265481e-01 5.949510e-06
20.161290u 1.628567e-01 6.072406e-06
21.169354u 1.991211e-01 6.163476e-06
22.177419u 2.354604e-01 6.244284e-06
23.185483u 2.717596e-01 6.311757e-06
24.193548u 3.080588e-01 6.370292e-06
25.201612u 3.443580e-01 6.422208e-06
26.209677u 3.806514e-01 1.404735e-05
27.217741u 4.169564e-01 6.510115e-06
28.225806u 4.532555e-01 6.547713e-06
29.233870u 4.895549e-01 6.582687e-06
30.241935u 5.258540e-01 6.614456e-06
31.250000u 2.529810e-05 2.529831e-05
