dly pw_up pw_down
0u 3.803212e-08 3.809612e-08
1.008064u 2.930443e-06 3.109809e-06
2.016129u 2.749787e-06 2.915464e-06
3.024193u 1.837069e-06 2.372981e-01
4.032258u 2.407946e-06 2.556209e-06
5.040322u 2.237072e-06 2.377068e-06
6.048387u 1.172945e-06 3.767055e-01
7.056451u 1.842673e-06 1.976437e-06
8.064516u 1.610344e-06 1.730406e-06
9.072580u 1.377833e-06 1.483851e-06
10.080645u 1.145000e-06 1.237153e-06
11.088709u 9.109131e-07 9.882487e-07
12.096774u 6.762101e-07 7.381095e-07
13.104838u 4.799075e-07 5.142842e-07
14.112903u 3.033483e-07 3.259595e-07
15.120967u 1.259999e-07 1.364417e-07
16.129032u 1.600872e-07 1.358279e-07
17.137096u 3.971810e-07 3.331231e-07
18.145161u 6.321383e-07 5.289684e-07
19.153225u 8.688400e-07 7.260368e-07
20.161290u 1.103621e-06 9.217354e-07
21.169354u 1.334790e-06 1.114955e-06
22.177419u 1.573160e-06 1.305706e-06
23.185483u 1.805334e-06 1.499562e-06
24.193548u 1.844350e-01 1.308320e-06
25.201612u 2.269388e-06 1.887198e-06
26.209677u 2.499575e-06 2.079773e-06
27.217741u 2.727150e-06 2.270317e-06
28.225806u 2.954058e-06 2.468183e-06
29.233870u 3.183181e-06 2.659896e-06
30.241935u 4.727138e-01 7.789179e-07
31.250000u 3.803212e-08 3.809612e-08
