dly pw_up pw_down
0u 1.972722e-06 1.960202e-06
1.008064u 1.111748e-05 3.610094e-01
2.016129u 1.082561e-05 3.738970e-01
3.024193u 1.037655e-05 3.870125e-01
4.032258u 9.745786e-06 4.001203e-01
5.040322u 8.725298e-06 4.041340e-01
6.048387u 7.808332e-06 4.043609e-01
7.056451u 6.863307e-06 3.932692e-01
8.064516u 5.362688e-06 3.565305e-01
9.072580u 7.825496e-06 2.240426e-01
10.080645u 3.716999e-06 2.501919e-01
11.088709u 4.489011e-06 1.840935e-01
12.096774u 5.105043e-06 1.421906e-01
13.104838u 2.480682e-06 9.902312e-02
14.112903u 2.354701e-06 5.907825e-02
15.120967u 2.302946e-06 1.917551e-02
16.129032u 1.917215e-02 2.301086e-06
17.137096u 5.909425e-02 2.371774e-06
18.145161u 9.902176e-02 2.529528e-06
19.153225u 1.389401e-01 3.636460e-06
20.161290u 1.788302e-01 3.240965e-06
21.169354u 2.187819e-01 3.838527e-06
22.177419u 2.587012e-01 4.605869e-06
23.185483u 2.982330e-01 5.835513e-06
24.193548u 3.173538e-01 7.074515e-06
25.201612u 3.172635e-01 8.020898e-06
26.209677u 3.173869e-01 8.782520e-06
27.217741u 3.174008e-01 9.385997e-06
28.225806u 3.174203e-01 9.875665e-06
29.233870u 3.175532e-01 1.025113e-05
30.241935u 3.176878e-01 1.054707e-05
31.250000u 1.972722e-06 1.960202e-06
