dly pw_up pw_down
0u 2.001991e-05 2.212682e-05
1.008064u 3.329872e-05 6.006427e-01
2.016129u 3.328732e-05 5.643994e-01
3.024193u 3.320688e-05 5.280879e-01
4.032258u 3.306811e-05 4.917240e-01
5.040322u 3.170858e-05 4.553844e-01
6.048387u 3.215305e-05 4.192154e-01
7.056451u 3.104788e-05 3.730421e-01
8.064516u 2.986026e-05 3.246626e-01
9.072580u 2.843668e-05 2.762909e-01
10.080645u 2.805573e-05 2.279053e-01
11.088709u 2.817599e-05 1.795101e-01
12.096774u 2.771890e-05 1.311198e-01
13.104838u 2.756139e-05 9.032376e-02
14.112903u 2.733257e-05 5.402918e-02
15.120967u 2.720627e-05 1.773814e-02
16.129032u 1.773882e-02 2.720732e-05
17.137096u 5.402217e-02 2.732911e-05
18.145161u 9.031936e-02 2.756007e-05
19.153225u 1.266224e-01 2.772232e-05
20.161290u 1.628876e-01 2.817532e-05
21.169354u 1.991954e-01 2.805697e-05
22.177419u 2.354793e-01 2.843791e-05
23.185483u 2.717489e-01 2.985885e-05
24.193548u 3.080276e-01 3.104911e-05
25.201612u 3.443096e-01 3.215498e-05
26.209677u 3.806045e-01 3.170453e-05
27.217741u 4.168897e-01 3.306695e-05
28.225806u 4.531820e-01 3.320909e-05
29.233870u 4.894753e-01 3.329056e-05
30.241935u 5.257694e-01 3.329937e-05
31.250000u 2.236536e-05 2.002308e-05
