dly pw_up pw_down
0u 3.639156e-08 3.644360e-08
1.008064u 3.660800e-08 6.007115e-01
2.016129u 3.658169e-08 5.643645e-01
3.024193u 3.657425e-08 5.281797e-01
4.032258u 3.655737e-08 4.918301e-01
5.040322u 3.654882e-08 4.555592e-01
6.048387u 3.652261e-08 4.193086e-01
7.056451u 3.496042e-08 3.731094e-01
8.064516u 3.494761e-08 3.247150e-01
9.072580u 3.493547e-08 2.763207e-01
10.080645u 3.492462e-08 2.279264e-01
11.088709u 3.491552e-08 1.795321e-01
12.096774u 3.490954e-08 1.311378e-01
13.104838u 3.636154e-08 9.032955e-02
14.112903u 3.634434e-08 5.403382e-02
15.120967u 3.632656e-08 1.773812e-02
16.129032u 1.773880e-02 3.632651e-08
17.137096u 5.402681e-02 3.634404e-08
18.145161u 9.032514e-02 3.636114e-08
19.153225u 1.266293e-01 3.637813e-08
20.161290u 1.628986e-01 3.639477e-08
21.169354u 1.992054e-01 3.641166e-08
22.177419u 2.355209e-01 3.580968e-08
23.185483u 2.718179e-01 3.584076e-08
24.193548u 3.081150e-01 3.587085e-08
25.201612u 3.444120e-01 3.590031e-08
26.209677u 3.807387e-01 3.593735e-08
27.217741u 4.170060e-01 3.595773e-08
28.225806u 4.533031e-01 3.660759e-08
29.233870u 4.896001e-01 3.661486e-08
30.241935u 5.258971e-01 3.664124e-08
31.250000u 3.639156e-08 3.644360e-08
