dly pw_up pw_down
0u 1.006725e-08 1.009403e-08
1.008064u 1.591346e-06 6.603185e-01
2.016129u 1.233542e-06 6.204243e-01
3.024193u 1.177461e-06 5.804420e-01
4.032258u 1.007705e-06 5.405659e-01
5.040322u 1.071311e-06 5.006621e-01
6.048387u 1.024718e-06 4.606691e-01
7.056451u 7.743881e-07 4.097591e-01
8.064516u 9.617308e-07 3.564522e-01
9.072580u 2.241500e-06 3.029721e-01
10.080645u 1.160690e-06 2.499413e-01
11.088709u 7.725161e-07 1.967685e-01
12.096774u 7.089615e-07 1.435406e-01
13.104838u 7.708580e-07 9.884107e-02
14.112903u 5.413974e-07 5.897180e-02
15.120967u 4.935905e-07 1.905137e-02
16.129032u 1.909479e-02 5.037206e-07
17.137096u 5.897385e-02 5.692792e-07
18.145161u 9.888389e-02 6.363513e-07
19.153225u 1.388707e-01 7.037807e-07
20.161290u 1.787516e-01 7.700408e-07
21.169354u 2.186422e-01 8.340645e-07
22.177419u 2.586032e-01 8.955635e-07
23.185483u 2.984929e-01 9.620398e-07
24.193548u 2.255721e-01 2.245262e-06
25.201612u 3.783811e-01 1.097233e-06
26.209677u 4.182613e-01 1.162622e-06
27.217741u 4.582588e-01 5.917450e-07
28.225806u 4.981589e-01 1.311798e-06
29.233870u 5.380375e-01 1.387493e-06
30.241935u 5.779121e-01 3.405490e-06
31.250000u 9.915135e-09 1.001031e-08
