dly pw_up pw_down
0u 3.644784e-07 3.623830e-07
1.008064u 1.639293e-06 6.605678e-01
2.016129u 1.023569e-05 6.205041e-01
3.024193u 1.448724e-06 5.807829e-01
4.032258u 1.362664e-06 5.407983e-01
5.040322u 3.635556e-06 5.007838e-01
6.048387u 1.221413e-06 4.610246e-01
7.056451u 1.211588e-06 4.101390e-01
8.064516u 1.150498e-06 3.568807e-01
9.072580u 1.095444e-06 3.036722e-01
10.080645u 1.042610e-06 2.504372e-01
11.088709u 1.000183e-06 1.972613e-01
12.096774u 9.566993e-07 1.439696e-01
13.104838u 8.615856e-07 9.915009e-02
14.112903u 1.114409e-06 5.920528e-02
15.120967u 8.132737e-07 1.930011e-02
16.129032u 1.921195e-02 1.200756e-06
17.137096u 5.922605e-02 8.471041e-07
18.145161u 9.914988e-02 8.817757e-07
19.153225u 1.390828e-01 1.358083e-06
20.161290u 1.789753e-01 9.651537e-07
21.169354u 2.189118e-01 1.011866e-06
22.177419u 2.587461e-01 5.355761e-06
23.185483u 2.988000e-01 1.123176e-06
24.193548u 3.387362e-01 1.187147e-06
25.201612u 3.785688e-01 9.205866e-06
26.209677u 4.185723e-01 1.341078e-06
27.217741u 4.585230e-01 1.424993e-06
28.225806u 4.984520e-01 1.524803e-06
29.233870u 5.384235e-01 1.631196e-06
30.241935u 5.783099e-01 1.736503e-06
31.250000u 3.644758e-07 3.623802e-07
