dly pw_up pw_down
0u 1.892459e-08 1.897264e-08
1.008064u 1.908102e-08 6.608727e-01
2.016129u 1.906986e-08 6.208918e-01
3.024193u 1.905871e-08 5.810894e-01
4.032258u 1.904750e-08 5.411057e-01
5.040322u 1.903619e-08 5.011156e-01
6.048387u 1.902437e-08 4.613337e-01
7.056451u 1.770527e-08 4.105547e-01
8.064516u 1.769928e-08 3.573196e-01
9.072580u 1.769402e-08 3.040846e-01
10.080645u 1.768974e-08 2.508496e-01
11.088709u 1.768684e-08 1.976146e-01
12.096774u 1.768624e-08 1.443795e-01
13.104838u 1.894850e-08 9.944101e-02
14.112903u 1.893723e-08 5.951474e-02
15.120967u 1.892545e-08 1.958850e-02
16.129032u 1.958925e-02 1.892545e-08
17.137096u 5.950702e-02 1.893723e-08
18.145161u 9.943616e-02 1.894850e-08
19.153225u 1.393717e-01 1.895967e-08
20.161290u 1.792689e-01 1.897078e-08
21.169354u 2.192074e-01 1.898188e-08
22.177419u 2.591463e-01 1.844526e-08
23.185483u 2.990726e-01 1.846302e-08
24.193548u 3.389989e-01 1.848010e-08
25.201612u 3.789252e-01 1.849664e-08
26.209677u 4.188515e-01 1.851278e-08
27.217741u 4.587778e-01 1.852856e-08
28.225806u 4.987041e-01 1.909259e-08
29.233870u 5.386304e-01 1.910366e-08
30.241935u 5.785567e-01 1.911478e-08
31.250000u 1.892459e-08 1.897264e-08
