dly pw_up pw_down
0u 1.289946e-08 1.298750e-08
1.008064u 2.218932e-06 2.224117e-06
2.016129u 2.093123e-06 2.098041e-06
3.024193u 1.952897e-06 1.957456e-06
4.032258u 1.814379e-06 1.818787e-06
5.040322u 1.675385e-06 1.679573e-06
6.048387u 1.537175e-06 1.541157e-06
7.056451u 1.363106e-06 1.379875e-06
8.064516u 1.183737e-06 1.200133e-06
9.072580u 1.005355e-06 1.021298e-06
10.080645u 1.640302e-06 2.273577e-01
11.088709u 6.522577e-07 6.674176e-07
12.096774u 4.772582e-07 4.918385e-07
13.104838u 9.160947e-08 9.180850e-08
14.112903u 2.023022e-07 2.035009e-07
15.120967u 7.453249e-08 7.529544e-08
16.129032u 8.469789e-08 7.405950e-08
17.137096u 2.317565e-07 2.004904e-07
18.145161u 9.003869e-02 7.416431e-07
19.153225u 5.422457e-07 4.675923e-07
20.161290u 6.866634e-07 5.918010e-07
21.169354u 1.500650e-06 1.289666e-06
22.177419u 1.002661e-06 8.564023e-07
23.185483u 1.155056e-06 9.874858e-07
24.193548u 1.312143e-06 1.122615e-06
25.201612u 1.469377e-06 1.258024e-06
26.209677u 1.628930e-06 1.395118e-06
27.217741u 1.788781e-06 1.532621e-06
28.225806u 1.946468e-06 1.675413e-06
29.233870u 2.108323e-06 1.814670e-06
30.241935u 2.270773e-06 1.954393e-06
31.250000u 1.245001e-08 1.262957e-08
