dly pw_up pw_down
0u 1.844002e-05 1.783406e-05
1.008064u 1.409484e-05 6.008873e-01
2.016129u 1.403727e-05 5.645437e-01
3.024193u 1.397505e-05 5.281941e-01
4.032258u 1.390506e-05 4.920154e-01
5.040322u 1.383288e-05 4.556554e-01
6.048387u 1.375475e-05 4.192966e-01
7.056451u 1.366248e-05 3.732235e-01
8.064516u 1.356253e-05 3.248326e-01
9.072580u 1.344790e-05 2.764417e-01
10.080645u 1.331529e-05 2.280508e-01
11.088709u 1.314597e-05 1.796599e-01
12.096774u 1.293371e-05 1.312816e-01
13.104838u 1.265825e-05 9.041677e-02
14.112903u 1.226065e-05 5.412353e-02
15.120967u 1.180309e-05 1.782245e-02
16.129032u 1.782270e-02 1.183391e-05
17.137096u 5.413004e-02 1.226200e-05
18.145161u 9.041236e-02 1.265753e-05
19.153225u 1.267259e-01 1.293608e-05
20.161290u 1.630215e-01 1.314938e-05
21.169354u 1.992850e-01 1.331651e-05
22.177419u 2.356003e-01 1.345049e-05
23.185483u 2.718951e-01 1.356515e-05
24.193548u 3.081899e-01 1.366513e-05
25.201612u 3.444847e-01 1.375397e-05
26.209677u 3.807795e-01 1.383325e-05
27.217741u 4.170743e-01 1.390671e-05
28.225806u 4.533691e-01 1.397443e-05
29.233870u 4.896639e-01 1.403780e-05
30.241935u 5.259587e-01 1.409654e-05
31.250000u 1.808350e-05 1.769196e-05
