dly pw_up pw_down
0u 2.433278e-05 2.433293e-05
1.008064u 1.561935e-05 5.405587e-01
2.016129u 1.557211e-05 5.078515e-01
3.024193u 1.552142e-05 4.751388e-01
4.032258u 1.546401e-05 4.425803e-01
5.040322u 1.540626e-05 4.098658e-01
6.048387u 1.534373e-05 3.771463e-01
7.056451u 1.527089e-05 3.355603e-01
8.064516u 1.519095e-05 2.920088e-01
9.072580u 1.510364e-05 2.484573e-01
10.080645u 1.500586e-05 2.049058e-01
11.088709u 1.489258e-05 1.613543e-01
12.096774u 1.475689e-05 1.178028e-01
13.104838u 1.458984e-05 8.114168e-02
14.112903u 1.436068e-05 4.847828e-02
15.120967u 1.392412e-05 1.581449e-02
16.129032u 1.581510e-02 1.392469e-05
17.137096u 4.848411e-02 1.436243e-05
18.145161u 8.113772e-02 1.458915e-05
19.153225u 1.138088e-01 1.475938e-05
20.161290u 1.464852e-01 1.489629e-05
21.169354u 1.791221e-01 1.500706e-05
22.177419u 2.117933e-01 1.510552e-05
23.185483u 2.444571e-01 1.519289e-05
24.193548u 2.771204e-01 1.527286e-05
25.201612u 3.097707e-01 1.534171e-05
26.209677u 3.424470e-01 1.540611e-05
27.217741u 3.751103e-01 1.546510e-05
28.225806u 4.077736e-01 1.551989e-05
29.233870u 4.404369e-01 1.557183e-05
30.241935u 4.731003e-01 1.562031e-05
31.250000u 2.433279e-05 2.433293e-05
