dly pw_up pw_down
0u 7.462920e-04 5.731907e-01
1.008064u 1.760603e-05 5.407031e-01
2.016129u 1.758133e-05 5.079928e-01
3.024193u 1.228583e-05 4.752847e-01
4.032258u 1.751558e-05 4.427157e-01
5.040322u 1.747687e-05 4.099976e-01
6.048387u 1.743135e-05 3.772741e-01
7.056451u 1.737283e-05 3.358080e-01
8.064516u 1.729927e-05 2.922522e-01
9.072580u 1.721594e-05 2.486964e-01
10.080645u 1.710686e-05 2.051406e-01
11.088709u 1.695318e-05 1.615849e-01
12.096774u 1.672556e-05 1.180290e-01
13.104838u 1.632394e-05 8.132655e-02
14.112903u 1.553558e-05 4.865942e-02
15.120967u 1.656328e-05 1.601888e-02
16.129032u 1.601844e-02 1.707299e-05
17.137096u 4.865310e-02 1.553351e-05
18.145161u 8.132258e-02 1.632312e-05
19.153225u 1.139972e-01 1.672812e-05
20.161290u 1.466403e-01 1.695293e-05
21.169354u 1.793171e-01 1.710800e-05
22.177419u 2.119609e-01 1.721537e-05
23.185483u 2.446226e-01 1.729872e-05
24.193548u 2.772843e-01 1.737229e-05
25.201612u 3.099460e-01 1.742749e-05
26.209677u 3.426077e-01 1.747442e-05
27.217741u 3.752693e-01 1.751453e-05
28.225806u 4.079378e-01 1.226105e-05
29.233870u 4.405927e-01 1.757875e-05
30.241935u 4.732544e-01 1.760487e-05
31.250000u 5.058153e-01 8.270465e-04
