dly pw_up pw_down
0u 1.099380e-05 1.099655e-05
1.008064u 9.249044e-06 6.007668e-01
2.016129u 9.201105e-06 5.645764e-01
3.024193u 9.150382e-06 5.282303e-01
4.032258u 9.093659e-06 4.918782e-01
5.040322u 9.027611e-06 4.557063e-01
6.048387u 8.954949e-06 4.193513e-01
7.056451u 8.868247e-06 3.732769e-01
8.064516u 8.776107e-06 3.248794e-01
9.072580u 8.658817e-06 2.764371e-01
10.080645u 8.518471e-06 2.280847e-01
11.088709u 8.333714e-06 1.796874e-01
12.096774u 8.075116e-06 1.312901e-01
13.104838u 7.674247e-06 9.042450e-02
14.112903u 6.944143e-06 5.412646e-02
15.120967u 5.439296e-06 1.782844e-02
16.129032u 1.782467e-02 5.437725e-06
17.137096u 5.411944e-02 6.942822e-06
18.145161u 9.042009e-02 7.673448e-06
19.153225u 1.267265e-01 8.076690e-06
20.161290u 1.629981e-01 8.333915e-06
21.169354u 1.993072e-01 8.519346e-06
22.177419u 2.355934e-01 8.660739e-06
23.185483u 2.718878e-01 8.776634e-06
24.193548u 3.081822e-01 8.868771e-06
25.201612u 3.444767e-01 8.954608e-06
26.209677u 3.807711e-01 9.028008e-06
27.217741u 4.170655e-01 9.092543e-06
28.225806u 4.533600e-01 9.150008e-06
29.233870u 4.896544e-01 9.201475e-06
30.241935u 5.259489e-01 9.247865e-06
31.250000u 1.098268e-05 1.099391e-05
