dly pw_up pw_down
0u 6.832194e-05 5.731265e-01
1.008064u 2.842998e-05 5.404950e-01
2.016129u 2.825965e-05 5.079243e-01
3.024193u 2.805603e-05 4.752148e-01
4.032258u 2.797922e-05 4.425002e-01
5.040322u 2.792084e-05 4.099477e-01
6.048387u 2.783045e-05 3.772303e-01
7.056451u 2.769133e-05 3.355426e-01
8.064516u 2.751029e-05 2.919939e-01
9.072580u 2.727453e-05 2.484454e-01
10.080645u 2.697376e-05 2.048964e-01
11.088709u 3.092880e-05 1.613486e-01
12.096774u 2.611459e-05 1.177975e-01
13.104838u 2.548436e-05 8.118529e-02
14.112903u 2.466217e-05 4.852216e-02
15.120967u 2.365159e-05 1.585781e-02
16.129032u 1.585841e-02 2.365254e-05
17.137096u 4.852799e-02 2.466513e-05
18.145161u 8.118133e-02 2.548318e-05
19.153225u 1.138514e-01 2.611811e-05
20.161290u 1.465272e-01 3.092408e-05
21.169354u 1.791610e-01 2.697498e-05
22.177419u 2.118428e-01 2.727856e-05
23.185483u 2.445072e-01 2.751455e-05
24.193548u 2.771717e-01 2.769576e-05
25.201612u 3.098361e-01 2.783049e-05
26.209677u 3.425006e-01 2.792304e-05
27.217741u 3.751650e-01 2.797669e-05
28.225806u 4.078295e-01 2.805576e-05
29.233870u 4.404941e-01 2.826154e-05
30.241935u 4.731588e-01 2.842710e-05
31.250000u 5.058205e-01 6.833529e-05
