dly pw_up pw_down
0u 1.545956e-05 1.529309e-05
1.008064u 1.923758e-05 8.297199e-02
2.016129u 1.930926e-05 8.126469e-02
3.024193u 1.855173e-05 8.127128e-02
4.032258u 1.887885e-05 8.126534e-02
5.040322u 1.896990e-05 9.280059e-02
6.048387u 1.831881e-05 1.062786e-01
7.056451u 1.822654e-05 1.083528e-01
8.064516u 1.769874e-05 1.083475e-01
9.072580u 1.661432e-05 1.083290e-01
10.080645u 1.627217e-05 1.083503e-01
11.088709u 1.500846e-05 9.944823e-02
12.096774u 1.391540e-05 8.614117e-02
13.104838u 1.289728e-05 8.125780e-02
14.112903u 1.116793e-05 5.924266e-02
15.120967u 1.047667e-05 1.934602e-02
16.129032u 1.933819e-02 1.049341e-05
17.137096u 5.921926e-02 1.129508e-05
18.145161u 8.009652e-02 1.320423e-05
19.153225u 8.010739e-02 1.429724e-05
20.161290u 8.011161e-02 1.495124e-05
21.169354u 8.010247e-02 1.552178e-05
22.177419u 8.011799e-02 1.599565e-05
23.185483u 8.011855e-02 1.649892e-05
24.193548u 7.643924e-02 1.692230e-05
25.201612u 8.011937e-02 1.747102e-05
26.209677u 8.011985e-02 1.794982e-05
27.217741u 6.629800e-02 1.837213e-05
28.225806u 8.012093e-02 1.888596e-05
29.233870u 8.012123e-02 1.928428e-05
30.241935u 7.613083e-02 1.968150e-05
31.250000u 1.545956e-05 1.529309e-05
