dly pw_up pw_down
0u 3.896803e-07 3.890640e-07
1.008064u 2.811412e-06 6.000912e-01
2.016129u 2.666375e-06 5.638668e-01
3.024193u 2.518457e-06 5.275197e-01
4.032258u 2.372397e-06 4.912044e-01
5.040322u 2.231253e-06 4.549942e-01
6.048387u 2.094064e-06 4.186386e-01
7.056451u 2.019063e-06 3.722121e-01
8.064516u 2.785970e-06 3.233466e-01
9.072580u 1.700331e-06 2.753797e-01
10.080645u 1.548663e-06 2.269981e-01
11.088709u 1.207394e-06 1.786375e-01
12.096774u 1.258281e-06 1.302077e-01
13.104838u 1.054848e-06 8.976281e-02
14.112903u 1.134335e-06 5.291764e-02
15.120967u 8.514321e-07 1.715249e-02
16.129032u 1.715001e-02 8.636449e-07
17.137096u 5.344972e-02 9.647330e-07
18.145161u 8.973074e-02 1.118076e-06
19.153225u 1.260321e-01 1.251394e-06
20.161290u 1.624080e-01 1.065393e-06
21.169354u 1.986037e-01 1.528334e-06
22.177419u 2.349078e-01 1.663151e-06
23.185483u 2.712213e-01 1.812158e-06
24.193548u 3.075244e-01 1.967983e-06
25.201612u 3.437820e-01 1.970045e-06
26.209677u 3.800697e-01 2.284206e-06
27.217741u 4.164088e-01 2.449454e-06
28.225806u 4.526664e-01 2.624004e-06
29.233870u 4.890169e-01 2.798403e-06
30.241935u 5.252910e-01 2.967725e-06
31.250000u 3.895336e-07 3.889430e-07
