dly pw_up pw_down
0u 1.416138e-05 1.416147e-05
1.008064u 1.365395e-05 5.407159e-01
2.016129u 1.363832e-05 5.080019e-01
3.024193u 1.361838e-05 4.752878e-01
4.032258u 1.359063e-05 4.427279e-01
5.040322u 1.356291e-05 4.100116e-01
6.048387u 1.352958e-05 3.772902e-01
7.056451u 1.348780e-05 3.358596e-01
8.064516u 1.343934e-05 2.923014e-01
9.072580u 1.312342e-05 2.487436e-01
10.080645u 1.329578e-05 2.051851e-01
11.088709u 1.314912e-05 1.616270e-01
12.096774u 1.294467e-05 1.180688e-01
13.104838u 1.265628e-05 8.132619e-02
14.112903u 1.219327e-05 4.865767e-02
15.120967u 1.090014e-05 1.598944e-02
16.129032u 1.598606e-02 1.089784e-05
17.137096u 4.865135e-02 1.219165e-05
18.145161u 8.132222e-02 1.265566e-05
19.153225u 1.139699e-01 1.294369e-05
20.161290u 1.466433e-01 1.314917e-05
21.169354u 1.793218e-01 1.329690e-05
22.177419u 2.119583e-01 1.312448e-05
23.185483u 2.446200e-01 1.343856e-05
24.193548u 2.772821e-01 1.348703e-05
25.201612u 3.099441e-01 1.352712e-05
26.209677u 3.426061e-01 1.356152e-05
27.217741u 3.752681e-01 1.359032e-05
28.225806u 4.079301e-01 1.361575e-05
29.233870u 4.405922e-01 1.363679e-05
30.241935u 4.732540e-01 1.365363e-05
31.250000u 1.416138e-05 1.416147e-05
