dly pw_up pw_down
0u 4.384310e-05 4.384823e-05
1.008064u 2.592444e-05 5.404280e-01
2.016129u 2.569859e-05 5.078303e-01
3.024193u 2.555220e-05 4.751030e-01
4.032258u 2.550998e-05 4.425713e-01
5.040322u 2.552592e-05 4.098827e-01
6.048387u 2.445691e-05 3.772008e-01
7.056451u 2.443945e-05 3.356293e-01
8.064516u 2.421534e-05 2.920775e-01
9.072580u 2.417636e-05 2.485253e-01
10.080645u 2.488891e-05 2.049756e-01
11.088709u 2.467379e-05 1.614224e-01
12.096774u 2.524825e-05 1.178684e-01
13.104838u 2.541604e-05 8.119795e-02
14.112903u 2.463760e-05 4.853188e-02
15.120967u 2.269202e-05 1.586549e-02
16.129032u 1.586610e-02 2.269258e-05
17.137096u 4.852558e-02 2.463423e-05
18.145161u 8.119398e-02 2.541499e-05
19.153225u 1.138672e-01 2.525181e-05
20.161290u 1.465087e-01 2.467339e-05
21.169354u 1.791834e-01 2.489049e-05
22.177419u 2.118331e-01 2.417691e-05
23.185483u 2.444936e-01 2.421598e-05
24.193548u 2.771539e-01 2.444017e-05
25.201612u 3.098130e-01 2.445702e-05
26.209677u 3.424696e-01 2.552700e-05
27.217741u 3.751282e-01 2.551225e-05
28.225806u 4.077826e-01 2.554956e-05
29.233870u 4.404305e-01 2.569920e-05
30.241935u 4.730816e-01 2.592253e-05
31.250000u 4.384310e-05 4.384823e-05
