dly pw_up pw_down
0u 1.531578e-05 1.531584e-05
1.008064u 7.788290e-06 6.608893e-01
2.016129u 7.698658e-06 6.209126e-01
3.024193u 7.596579e-06 5.809293e-01
4.032258u 1.196500e-05 5.409767e-01
5.040322u 7.351621e-06 5.011473e-01
6.048387u 7.202015e-06 4.611538e-01
7.056451u 1.399342e-05 4.104499e-01
8.064516u 6.836738e-06 3.572289e-01
9.072580u 6.612918e-06 3.039959e-01
10.080645u 1.342865e-05 2.507511e-01
11.088709u 7.374001e-06 1.975574e-01
12.096774u 5.684464e-06 1.442975e-01
13.104838u 5.235794e-06 9.937212e-02
14.112903u 4.626018e-06 5.944743e-02
15.120967u 3.731692e-06 1.952287e-02
16.129032u 1.952361e-02 3.731900e-06
17.137096u 5.943972e-02 4.625468e-06
18.145161u 9.936727e-02 5.235577e-06
19.153225u 1.393011e-01 5.686363e-06
20.161290u 1.792612e-01 7.366772e-06
21.169354u 2.191214e-01 1.343722e-05
22.177419u 2.590597e-01 6.614386e-06
23.185483u 2.989827e-01 6.838207e-06
24.193548u 3.388940e-01 1.400445e-05
25.201612u 3.788285e-01 7.201557e-06
26.209677u 4.187515e-01 7.351760e-06
27.217741u 4.587126e-01 1.199823e-05
28.225806u 4.985975e-01 7.596090e-06
29.233870u 5.385204e-01 7.698792e-06
30.241935u 5.784434e-01 7.789062e-06
31.250000u 1.531578e-05 1.531584e-05
