dly pw_up pw_down
0u 1.756467e-05 1.756480e-05
1.008064u 1.419353e-05 6.006765e-01
2.016129u 1.418468e-05 5.643319e-01
3.024193u 1.417373e-05 5.279814e-01
4.032258u 1.415531e-05 4.918021e-01
5.040322u 1.413748e-05 4.554478e-01
6.048387u 1.411772e-05 4.190899e-01
7.056451u 1.409086e-05 3.730152e-01
8.064516u 1.407970e-05 3.246303e-01
9.072580u 1.403180e-05 2.762275e-01
10.080645u 1.399132e-05 2.278337e-01
11.088709u 1.394296e-05 1.794399e-01
12.096774u 1.387645e-05 1.310461e-01
13.104838u 1.377509e-05 9.025365e-02
14.112903u 1.358054e-05 5.395832e-02
15.120967u 1.295042e-05 1.766312e-02
16.129032u 1.766380e-02 1.295091e-05
17.137096u 5.395132e-02 1.357878e-05
18.145161u 9.024925e-02 1.377441e-05
19.153225u 1.265530e-01 1.387885e-05
20.161290u 1.628220e-01 1.394303e-05
21.169354u 1.991284e-01 1.399253e-05
22.177419u 2.354027e-01 1.403188e-05
23.185483u 2.717001e-01 1.408016e-05
24.193548u 3.079834e-01 1.409097e-05
25.201612u 3.442738e-01 1.411454e-05
26.209677u 3.805646e-01 1.413541e-05
27.217741u 4.168545e-01 1.415442e-05
28.225806u 4.531449e-01 1.417046e-05
29.233870u 4.894353e-01 1.418255e-05
30.241935u 5.257256e-01 1.419255e-05
31.250000u 1.756460e-05 1.756480e-05
