dly pw_up pw_down
0u 3.119379e-05 3.119858e-05
1.008064u 2.566978e-05 6.609377e-01
2.016129u 2.569559e-05 6.210304e-01
3.024193u 2.562223e-05 5.810359e-01
4.032258u 2.480702e-05 5.410867e-01
5.040322u 2.542843e-05 5.012298e-01
6.048387u 3.503040e-05 4.612262e-01
7.056451u 2.516111e-05 4.105546e-01
8.064516u 2.498623e-05 3.574154e-01
9.072580u 2.478387e-05 3.041755e-01
10.080645u 2.453308e-05 2.509359e-01
11.088709u 2.422373e-05 1.977058e-01
12.096774u 2.383556e-05 1.444659e-01
13.104838u 2.333168e-05 9.953097e-02
14.112903u 2.263211e-05 5.960299e-02
15.120967u 2.151008e-05 1.967464e-02
16.129032u 1.967047e-02 2.150626e-05
17.137096u 5.959526e-02 2.262966e-05
18.145161u 9.952611e-02 2.333076e-05
19.153225u 1.394294e-01 2.383370e-05
20.161290u 1.793655e-01 2.422352e-05
21.169354u 2.193000e-01 2.453456e-05
22.177419u 2.591907e-01 2.478230e-05
23.185483u 2.991331e-01 2.498613e-05
24.193548u 3.390337e-01 2.516482e-05
25.201612u 3.789607e-01 3.303252e-05
26.209677u 4.189329e-01 2.542882e-05
27.217741u 4.587901e-01 2.479963e-05
28.225806u 4.987215e-01 2.561849e-05
29.233870u 5.386426e-01 2.569397e-05
30.241935u 5.785576e-01 2.566776e-05
31.250000u 3.119379e-05 3.119858e-05
