dly pw_up pw_down
0u 1.300040e-05 1.295407e-05
1.008064u 1.481585e-05 6.020199e-02
2.016129u 1.467651e-05 6.020557e-02
3.024193u 1.456157e-05 6.019756e-02
4.032258u 1.451503e-05 6.020318e-02
5.040322u 1.462664e-05 6.741203e-02
6.048387u 1.452053e-05 7.846545e-02
7.056451u 1.442159e-05 8.026174e-02
8.064516u 1.422798e-05 8.026173e-02
9.072580u 1.401020e-05 8.026553e-02
10.080645u 1.372814e-05 8.026469e-02
11.088709u 1.325142e-05 7.498424e-02
12.096774u 1.291437e-05 6.409354e-02
13.104838u 1.245554e-05 6.019783e-02
14.112903u 1.169710e-05 4.831140e-02
15.120967u 1.131399e-05 1.567279e-02
16.129032u 1.567377e-02 1.131413e-05
17.137096u 4.759381e-02 1.207636e-05
18.145161u 4.856967e-02 1.274597e-05
19.153225u 5.041806e-02 1.306751e-05
20.161290u 4.856265e-02 1.328748e-05
21.169354u 4.856688e-02 1.346595e-05
22.177419u 3.020835e-02 1.354175e-05
23.185483u 4.856844e-02 1.382173e-05
24.193548u 4.856670e-02 1.399029e-05
25.201612u 5.941967e-02 1.416823e-05
26.209677u 4.856623e-02 1.435010e-05
27.217741u 4.856197e-02 1.452929e-05
28.225806u 2.319303e-02 1.455001e-05
29.233870u 4.856361e-02 1.486578e-05
30.241935u 4.856031e-02 1.501447e-05
31.250000u 1.300053e-05 1.295433e-05
