dly pw_up pw_down
0u 1.612292e-05 1.612304e-05
1.008064u 1.682581e-05 6.008667e-01
2.016129u 1.679626e-05 5.645236e-01
3.024193u 1.676833e-05 5.281744e-01
4.032258u 1.673125e-05 4.919962e-01
5.040322u 1.669342e-05 4.556439e-01
6.048387u 1.664789e-05 4.192856e-01
7.056451u 1.658789e-05 3.731597e-01
8.064516u 1.652129e-05 3.247717e-01
9.072580u 1.643890e-05 2.763836e-01
10.080645u 1.633326e-05 2.279956e-01
11.088709u 1.619073e-05 1.796076e-01
12.096774u 1.598881e-05 1.312444e-01
13.104838u 1.566388e-05 9.039756e-02
14.112903u 1.508562e-05 5.410646e-02
15.120967u 1.382410e-05 1.781556e-02
16.129032u 1.781624e-02 1.382441e-05
17.137096u 5.411297e-02 1.508724e-05
18.145161u 9.041576e-02 1.566683e-05
19.153225u 1.267166e-01 1.599109e-05
20.161290u 1.629980e-01 1.619435e-05
21.169354u 1.993092e-01 1.633823e-05
22.177419u 2.355879e-01 1.644256e-05
23.185483u 2.718829e-01 1.652498e-05
24.193548u 3.081780e-01 1.659161e-05
25.201612u 3.444730e-01 1.664689e-05
26.209677u 3.807681e-01 1.669379e-05
27.217741u 4.170632e-01 1.673301e-05
28.225806u 4.533582e-01 1.676730e-05
29.233870u 4.896532e-01 1.679659e-05
30.241935u 5.259483e-01 1.682752e-05
31.250000u 1.612292e-05 1.612304e-05
