dly pw_up pw_down
0u 1.402594e-05 1.402603e-05
1.008064u 1.994319e-05 6.609647e-01
2.016129u 1.988903e-05 6.209854e-01
3.024193u 1.983024e-05 5.811845e-01
4.032258u 1.976611e-05 5.412023e-01
5.040322u 1.969356e-05 5.012137e-01
6.048387u 1.961157e-05 4.612186e-01
7.056451u 1.951241e-05 4.106140e-01
8.064516u 1.940381e-05 3.573816e-01
9.072580u 1.927786e-05 3.041492e-01
10.080645u 1.912931e-05 2.509168e-01
11.088709u 1.895083e-05 1.976844e-01
12.096774u 1.872578e-05 1.444520e-01
13.104838u 1.842165e-05 9.950351e-02
14.112903u 1.760225e-05 5.957902e-02
15.120967u 1.640575e-05 1.965443e-02
16.129032u 1.965519e-02 1.640630e-05
17.137096u 5.958619e-02 1.760426e-05
18.145161u 9.949866e-02 1.842066e-05
19.153225u 1.394323e-01 1.872825e-05
20.161290u 1.793723e-01 1.895485e-05
21.169354u 2.192640e-01 1.913013e-05
22.177419u 2.592110e-01 1.928052e-05
23.185483u 2.991368e-01 1.940650e-05
24.193548u 3.390627e-01 1.951512e-05
25.201612u 3.789886e-01 1.960995e-05
26.209677u 4.189145e-01 1.969352e-05
27.217741u 4.588403e-01 1.976767e-05
28.225806u 4.987662e-01 1.983340e-05
29.233870u 5.386920e-01 1.988885e-05
30.241935u 5.786179e-01 1.994460e-05
31.250000u 1.402594e-05 1.402603e-05
