dly pw_up pw_down
0u 1.730772e-08 1.742401e-08
1.008064u 5.199889e-06 5.993777e-01
2.016129u 4.877103e-07 5.639431e-01
3.024193u 4.839635e-07 5.275957e-01
4.032258u 4.796695e-07 4.912078e-01
5.040322u 4.766127e-07 4.550695e-01
6.048387u 4.732698e-07 4.187135e-01
7.056451u 5.239665e-07 3.723530e-01
8.064516u 6.464460e-07 3.239384e-01
9.072580u 5.149601e-07 2.755743e-01
10.080645u 7.641507e-07 2.271183e-01
11.088709u 5.836712e-07 1.787720e-01
12.096774u 5.020882e-07 1.303981e-01
13.104838u 4.435746e-07 8.980266e-02
14.112903u 6.272411e-07 5.338235e-02
15.120967u 4.371956e-07 1.722229e-02
16.129032u 1.721021e-02 4.384691e-07
17.137096u 5.353767e-02 4.370612e-07
18.145161u 8.979395e-02 4.663102e-07
19.153225u 1.260960e-01 4.549339e-07
20.161290u 1.623759e-01 7.952376e-07
21.169354u 1.986682e-01 4.658374e-07
22.177419u 2.349707e-01 4.679022e-07
23.185483u 2.712016e-01 6.294858e-07
24.193548u 3.075801e-01 4.784682e-07
25.201612u 3.438141e-01 4.842468e-07
26.209677u 3.800449e-01 1.560057e-06
27.217741u 4.164269e-01 4.961874e-07
28.225806u 4.527008e-01 5.066421e-07
29.233870u 4.889938e-01 5.127656e-07
30.241935u 5.253957e-01 5.173183e-07
31.250000u 1.716632e-08 1.729898e-08
