time vout i_vip i_vin v_bias_p v_bias_n
0.000000000000000000e+00 1.250946359999999952e-02 1.333541309999999971e-09 1.522962249999999975e-09 4.074959890000000029e-01 5.017424270000000464e-01
9.999999999999999799e-13 1.250946359999999952e-02 1.333540860000000035e-09 1.522962329999999917e-09 4.074959890000000029e-01 5.017424270000000464e-01
1.999999999999999960e-12 1.250946359999999952e-02 1.333541060000000098e-09 1.522962230000000092e-09 4.074959890000000029e-01 5.017424270000000464e-01
3.999999999999999920e-12 1.250946359999999952e-02 1.333541439999999930e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
7.999999999999999839e-12 1.250946359999999952e-02 1.333541989999999898e-09 1.522962009999999939e-09 4.074959890000000029e-01 5.017424270000000464e-01
1.599999999999999968e-11 1.250946359999999952e-02 1.333542429999999997e-09 1.522962090000000089e-09 4.074959890000000029e-01 5.017424270000000464e-01
3.199999999999999936e-11 1.250946359999999952e-02 1.333542319999999921e-09 1.522962099999999927e-09 4.074959890000000029e-01 5.017424270000000464e-01
6.399999999999999871e-11 1.250946359999999952e-02 1.333541669999999921e-09 1.522962049999999911e-09 4.074959890000000029e-01 5.017424270000000464e-01
1.279999999999999974e-10 1.250946359999999952e-02 1.333541320000000016e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
2.279999999999999881e-10 1.250946359999999952e-02 1.333541280000000044e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
3.280000000000000047e-10 1.250946359999999952e-02 1.333541320000000016e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
4.280000000000000213e-10 1.250946359999999952e-02 1.333541259999999955e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
5.280000000000000378e-10 1.250946359999999952e-02 1.333541230000000028e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
6.280000000000000027e-10 1.250946359999999952e-02 1.333541280000000044e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
7.279999999999999676e-10 1.250946359999999952e-02 1.333541299999999927e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
8.280000000000000359e-10 1.250946359999999952e-02 1.333541280000000044e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
9.280000000000000007e-10 1.250946359999999952e-02 1.333541299999999927e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
1.027999999999999966e-09 1.250946359999999952e-02 1.333541249999999911e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
1.128000000000000034e-09 1.250946359999999952e-02 1.333541259999999955e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
1.228000000000000102e-09 1.250946359999999952e-02 1.333541280000000044e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
1.327999999999999964e-09 1.250946359999999952e-02 1.333541290000000089e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
1.428000000000000032e-09 1.250946359999999952e-02 1.333541299999999927e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
1.528000000000000100e-09 1.250946359999999952e-02 1.333541349999999943e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
1.627999999999999962e-09 1.250946359999999952e-02 1.333541299999999927e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
1.728000000000000030e-09 1.250946359999999952e-02 1.333541309999999971e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
1.828000000000000098e-09 1.250946359999999952e-02 1.333541299999999927e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
1.927999999999999960e-09 1.250946359999999952e-02 1.333541290000000089e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
2.028000000000000028e-09 1.250946359999999952e-02 1.333541339999999898e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
2.128000000000000096e-09 1.250946359999999952e-02 1.333541309999999971e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
2.228000000000000164e-09 1.250946359999999952e-02 1.333541330000000060e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
2.327999999999999819e-09 1.250946359999999952e-02 1.333541309999999971e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
2.427999999999999887e-09 1.250946359999999952e-02 1.333541290000000089e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
2.527999999999999956e-09 1.250946359999999952e-02 1.333541320000000016e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
2.628000000000000024e-09 1.250946359999999952e-02 1.333541309999999971e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
2.728000000000000092e-09 1.250946359999999952e-02 1.333541299999999927e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
2.828000000000000160e-09 1.250946359999999952e-02 1.333541309999999971e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
2.927999999999999815e-09 1.250946359999999952e-02 1.333541320000000016e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
3.027999999999999883e-09 1.250946359999999952e-02 1.333541299999999927e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
3.127999999999999952e-09 1.250946359999999952e-02 1.333541330000000060e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
3.228000000000000020e-09 1.250946359999999952e-02 1.333541309999999971e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
3.328000000000000088e-09 1.250946359999999952e-02 1.333541309999999971e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
3.428000000000000156e-09 1.250946359999999952e-02 1.333541299999999927e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
3.527999999999999811e-09 1.250946359999999952e-02 1.333541280000000044e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
3.627999999999999879e-09 1.250946359999999952e-02 1.333541309999999971e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
3.728000000000000361e-09 1.250946359999999952e-02 1.333541320000000016e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
3.827999999999999602e-09 1.250946359999999952e-02 1.333541299999999927e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
3.927999999999999671e-09 1.250946359999999952e-02 1.333541330000000060e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
4.027999999999999739e-09 1.250946359999999952e-02 1.333541299999999927e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
4.127999999999999807e-09 1.250946359999999952e-02 1.333541299999999927e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
4.227999999999999875e-09 1.250946359999999952e-02 1.333541299999999927e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
4.327999999999999944e-09 1.250946359999999952e-02 1.333541309999999971e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
4.428000000000000012e-09 1.250946359999999952e-02 1.333541359999999987e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
4.528000000000000080e-09 1.250946359999999952e-02 1.333541330000000060e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
4.628000000000000148e-09 1.250946359999999952e-02 1.333541309999999971e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
4.728000000000000217e-09 1.250946359999999952e-02 1.333541349999999943e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
4.828000000000000285e-09 1.250946359999999952e-02 1.333541299999999927e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
4.928000000000000353e-09 1.250946359999999952e-02 1.333541320000000016e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
5.027999999999999594e-09 1.250946359999999952e-02 1.333541320000000016e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
5.127999999999999663e-09 1.250946359999999952e-02 1.333541330000000060e-09 1.522962059999999955e-09 4.074959890000000029e-01 5.017424270000000464e-01
