time vout i_vip i_vin v_bias_p v_bias_n
0.000000000000000000e+00 5.828531000000000128e-01 5.247010710000000163e-13 6.528013240000000193e-14 6.438915189999999678e-01 5.739205210000000168e-01
9.999999999999999799e-13 5.828530990000000411e-01 -4.293625530000000239e-10 3.211560510000000072e-11 6.438915060000000024e-01 5.739204690000000442e-01
1.999999999999999960e-12 5.828530990000000411e-01 -3.548635889999999745e-10 2.931206979999999940e-11 6.438914940000000087e-01 5.739204270000000108e-01
3.999999999999999920e-12 5.828530990000000411e-01 -1.962589370000000029e-10 1.471525060000000027e-11 6.438914770000000454e-01 5.739203609999999900e-01
7.999999999999999839e-12 5.828530979999999584e-01 1.330937820000000015e-11 1.676127950000000077e-12 6.438914719999999647e-01 5.739202939999999975e-01
1.599999999999999968e-11 5.828530969999999867e-01 1.001509680000000010e-10 -1.929113629999999961e-12 6.438915090000000285e-01 5.739202429999999966e-01
3.199999999999999936e-11 5.828530960000000150e-01 2.411639640000000046e-11 -5.227269859999999798e-12 6.438915610000000012e-01 5.739202389999999987e-01
6.399999999999999871e-11 5.828530960000000150e-01 -6.888194549999999754e-12 1.302391669999999881e-13 6.438915640000000273e-01 5.739202869999999734e-01
1.279999999999999974e-10 5.828530960000000150e-01 4.134871799999999959e-12 -6.995415039999999978e-13 6.438915629999999446e-01 5.739203630000000445e-01
2.279999999999999881e-10 5.828530960000000150e-01 -3.164154379999999946e-12 1.175424519999999998e-12 6.438915710000000514e-01 5.739204319999999804e-01
3.280000000000000047e-10 5.828530960000000150e-01 2.634773049999999833e-12 -9.513796790000000199e-13 6.438915710000000514e-01 5.739204709999999876e-01
4.280000000000000213e-10 5.828530960000000150e-01 -1.764673049999999935e-12 1.149164229999999981e-12 6.438915760000000210e-01 5.739204930000000315e-01
5.280000000000000378e-10 5.828530960000000150e-01 1.864525279999999873e-12 -9.861752389999999743e-13 6.438915760000000210e-01 5.739205050000000252e-01
6.280000000000000027e-10 5.828530960000000150e-01 -9.788589229999999794e-13 1.124917259999999930e-12 6.438915779999999645e-01 5.739205120000000493e-01
7.279999999999999676e-10 5.828530960000000150e-01 1.450140449999999976e-12 -9.792345070000000115e-13 6.438915769999999927e-01 5.739205160000000472e-01
8.280000000000000359e-10 5.828530960000000150e-01 -5.110577100000000163e-13 1.104163090000000100e-12 6.438915779999999645e-01 5.739205179999999906e-01
9.280000000000000007e-10 5.828530960000000150e-01 1.217871099999999968e-12 -9.627627730000000793e-13 6.438915769999999927e-01 5.739205200000000451e-01
1.027999999999999966e-09 5.828530960000000150e-01 -2.207872860000000078e-13 1.084531030000000054e-12 6.438915769999999927e-01 5.739205210000000168e-01
1.128000000000000034e-09 5.828530960000000150e-01 1.083683739999999941e-12 -9.442868899999999497e-13 6.438915760000000210e-01 5.739205210000000168e-01
1.228000000000000102e-09 5.828530960000000150e-01 -3.631968490000000004e-14 1.065588509999999934e-12 6.438915760000000210e-01 5.739205210000000168e-01
1.327999999999999964e-09 5.828530960000000150e-01 1.004697249999999978e-12 -9.258523580000000303e-13 6.438915739999999666e-01 5.739205210000000168e-01
1.428000000000000032e-09 5.828530960000000150e-01 8.190620470000000625e-14 1.047373329999999952e-12 6.438915739999999666e-01 5.739205219999999885e-01
1.528000000000000100e-09 5.828530960000000150e-01 9.579989939999999739e-13 -9.080307310000000455e-13 6.438915729999999948e-01 5.739205219999999885e-01
1.627999999999999962e-09 5.828530960000000150e-01 1.573369309999999924e-13 1.029925340000000092e-12 6.438915720000000231e-01 5.739205219999999885e-01
1.728000000000000030e-09 5.828530960000000150e-01 9.307519860000000310e-13 -8.909495780000000182e-13 6.438915699999999687e-01 5.739205219999999885e-01
1.828000000000000098e-09 5.828530960000000150e-01 2.045472619999999975e-13 1.013226009999999913e-12 6.438915699999999687e-01 5.739205219999999885e-01
1.927999999999999960e-09 5.828530960000000150e-01 9.152912210000000571e-13 -8.745974160000000404e-13 6.438915680000000252e-01 5.739205219999999885e-01
2.028000000000000028e-09 5.828530960000000150e-01 2.329664659999999834e-13 9.972294229999999161e-13 6.438915670000000535e-01 5.739205219999999885e-01
2.128000000000000096e-09 5.828530960000000150e-01 9.071111639999999763e-13 -8.589235809999999946e-13 6.438915659999999708e-01 5.739205219999999885e-01
2.228000000000000164e-09 5.828530960000000150e-01 2.489049809999999851e-13 9.818769390000000551e-13 6.438915649999999991e-01 5.739205219999999885e-01
2.327999999999999819e-09 5.828530960000000150e-01 9.033289990000000088e-13 -8.438667849999999595e-13 6.438915640000000273e-01 5.739205219999999885e-01
2.427999999999999887e-09 5.828530960000000150e-01 2.566288509999999992e-13 9.671099079999999973e-13 6.438915629999999446e-01 5.739205219999999885e-01
2.527999999999999956e-09 5.828530960000000150e-01 9.021394880000000226e-13 -8.293703190000000035e-13 6.438915619999999729e-01 5.739205219999999885e-01
2.628000000000000024e-09 5.828530960000000150e-01 2.590974850000000190e-13 9.528764250000000314e-13 6.438915610000000012e-01 5.739205219999999885e-01
2.728000000000000092e-09 5.828530960000000150e-01 9.024119989999999634e-13 -8.153848810000000036e-13 6.438915610000000012e-01 5.739205219999999885e-01
2.828000000000000160e-09 5.828530960000000150e-01 2.581487960000000054e-13 9.391278630000000204e-13 6.438915600000000294e-01 5.739205219999999885e-01
2.927999999999999815e-09 5.828530960000000150e-01 9.034385370000000153e-13 -8.018622640000000248e-13 6.438915589999999467e-01 5.739205219999999885e-01
3.027999999999999883e-09 5.828530960000000150e-01 2.552361810000000057e-13 9.258240369999999102e-13 6.438915579999999750e-01 5.739205219999999885e-01
3.127999999999999952e-09 5.828530960000000150e-01 9.046786220000000470e-13 -7.887675100000000373e-13 6.438915570000000033e-01 5.739205219999999885e-01
3.228000000000000020e-09 5.828530960000000150e-01 2.512085909999999792e-13 9.129297750000001009e-13 6.438915560000000315e-01 5.739205219999999885e-01
3.328000000000000088e-09 5.828530960000000150e-01 9.059716429999999891e-13 -7.760647220000000229e-13 6.438915549999999488e-01 5.739205219999999885e-01
3.428000000000000156e-09 5.828530960000000150e-01 2.467102429999999786e-13 9.004100910000000377e-13 6.438915549999999488e-01 5.739205219999999885e-01
3.527999999999999811e-09 5.828530960000000150e-01 9.070938370000000351e-13 -7.637217539999999757e-13 6.438915539999999771e-01 5.739205219999999885e-01
3.627999999999999879e-09 5.828530960000000150e-01 2.420505410000000110e-13 8.882385259999999849e-13 6.438915530000000054e-01 5.739205219999999885e-01
3.728000000000000361e-09 5.828530960000000150e-01 9.079826389999999951e-13 -7.517146059999999758e-13 6.438915520000000337e-01 5.739205219999999885e-01
3.827999999999999602e-09 5.828530960000000150e-01 2.375222429999999879e-13 8.763890069999999727e-13 6.438915520000000337e-01 5.739205219999999885e-01
3.927999999999999671e-09 5.828530960000000150e-01 9.085300689999999985e-13 -7.400180880000000021e-13 6.438915509999999509e-01 5.739205219999999885e-01
