time vout i_vip i_vin v_bias_p v_bias_n
0.000000000000000000e+00 1.134054169999999973e+00 2.016210360000000011e-10 1.819289940000000127e-10 6.014865339999999616e-01 6.593962890000000243e-01
9.999999999999999799e-13 1.134054169999999973e+00 4.446894369999999961e-10 1.163365840000000014e-10 6.014866760000000534e-01 6.593963689999999822e-01
1.999999999999999960e-12 1.134054179999999912e+00 2.125971380000000099e-10 1.193640009999999916e-10 6.014867760000000008e-01 6.593964289999999506e-01
3.999999999999999920e-12 1.134054179999999912e+00 -9.297547239999999558e-11 1.484951559999999996e-10 6.014869170000000098e-01 6.593965040000000499e-01
7.999999999999999839e-12 1.134054179999999912e+00 -2.281600450000000102e-10 1.996538390000000029e-10 6.014869929999999698e-01 6.593964890000000301e-01
1.599999999999999968e-11 1.134054179999999912e+00 -6.964389419999999720e-11 2.088779220000000090e-10 6.014869309999999469e-01 6.593963160000000379e-01
3.199999999999999936e-11 1.134054179999999912e+00 1.825894939999999919e-10 1.832508949999999937e-10 6.014868330000000540e-01 6.593960340000000198e-01
6.399999999999999871e-11 1.134054179999999912e+00 2.377607179999999765e-10 1.781509399999999998e-10 6.014868239999999755e-01 6.593957089999999965e-01
1.279999999999999974e-10 1.134054179999999912e+00 2.231148499999999877e-10 1.825006529999999988e-10 6.014867929999999641e-01 6.593953900000000257e-01
2.279999999999999881e-10 1.134054179999999912e+00 2.145633099999999916e-10 1.808886040000000036e-10 6.014867229999999454e-01 6.593953000000000175e-01
3.280000000000000047e-10 1.134054179999999912e+00 2.090006869999999915e-10 1.828649119999999945e-10 6.014866690000000293e-01 6.593953940000000236e-01
4.280000000000000213e-10 1.134054179999999912e+00 2.051275740000000021e-10 1.812173569999999886e-10 6.014866300000000221e-01 6.593955200000000128e-01
5.280000000000000378e-10 1.134054179999999912e+00 2.050520059999999872e-10 1.826645300000000099e-10 6.014866049999999520e-01 6.593956380000000062e-01
6.280000000000000027e-10 1.134054179999999912e+00 2.022656980000000012e-10 1.812897079999999881e-10 6.014865889999999604e-01 6.593957409999999797e-01
7.279999999999999676e-10 1.134054179999999912e+00 2.038670800000000102e-10 1.825706159999999898e-10 6.014865769999999667e-01 6.593958260000000182e-01
8.280000000000000359e-10 1.134054179999999912e+00 2.012942019999999930e-10 1.813171509999999908e-10 6.014865679999999992e-01 6.593958979999999803e-01
9.280000000000000007e-10 1.134054179999999912e+00 2.034062920000000036e-10 1.825389459999999963e-10 6.014865619999999469e-01 6.593959579999999487e-01
