time vout i_vip i_vin v_bias_p v_bias_n
0.000000000000000000e+00 6.009471520000000400e-01 4.440914850000000282e-12 3.106309050000000177e-12 6.692328889999999975e-01 6.431127450000000412e-01
9.999999999999999799e-13 6.009471520000000400e-01 4.457142620000000189e-12 3.006500299999999934e-12 6.692328889999999975e-01 6.431127450000000412e-01
1.999999999999999960e-12 6.009471520000000400e-01 4.277777170000000117e-12 3.017394759999999930e-12 6.692328889999999975e-01 6.431127450000000412e-01
3.999999999999999920e-12 6.009471520000000400e-01 4.102737839999999828e-12 3.063470589999999928e-12 6.692328899999999692e-01 6.431127450000000412e-01
7.999999999999999839e-12 6.009471520000000400e-01 4.153023170000000385e-12 3.122697549999999810e-12 6.692328899999999692e-01 6.431127450000000412e-01
1.599999999999999968e-11 6.009471520000000400e-01 4.357094430000000342e-12 3.130873529999999823e-12 6.692328899999999692e-01 6.431127450000000412e-01
3.199999999999999936e-11 6.009471520000000400e-01 4.429671959999999643e-12 3.110313789999999988e-12 6.692328899999999692e-01 6.431127450000000412e-01
6.399999999999999871e-11 6.009471520000000400e-01 4.406603590000000199e-12 3.104099920000000187e-12 6.692328899999999692e-01 6.431127450000000412e-01
1.279999999999999974e-10 6.009471520000000400e-01 4.453332079999999795e-12 3.107311640000000073e-12 6.692328899999999692e-01 6.431127450000000412e-01
2.279999999999999881e-10 6.009471520000000400e-01 4.437125660000000096e-12 3.105283139999999987e-12 6.692328899999999692e-01 6.431127450000000412e-01
3.280000000000000047e-10 6.009471520000000400e-01 4.455217739999999900e-12 3.107298390000000098e-12 6.692328899999999692e-01 6.431127450000000412e-01
4.280000000000000213e-10 6.009471520000000400e-01 4.438536269999999813e-12 3.105286880000000046e-12 6.692328899999999692e-01 6.431127450000000412e-01
5.280000000000000378e-10 6.009471520000000400e-01 4.451671630000000126e-12 3.107303750000000042e-12 6.692328899999999692e-01 6.431127450000000412e-01
6.280000000000000027e-10 6.009471520000000400e-01 4.439181610000000276e-12 3.105286109999999844e-12 6.692328899999999692e-01 6.431127450000000412e-01
7.279999999999999676e-10 6.009471520000000400e-01 4.449203360000000066e-12 3.107328540000000135e-12 6.692328889999999975e-01 6.431127450000000412e-01
8.280000000000000359e-10 6.009471520000000400e-01 4.439650379999999624e-12 3.105270890000000186e-12 6.692328889999999975e-01 6.431127450000000412e-01
