time vout i_vip i_vin v_bias_p v_bias_n
0.000000000000000000e+00 6.482490789999999503e-01 3.848131840000000257e-12 4.136412169999999942e-13 6.731502969999999531e-01 6.356819360000000030e-01
9.999999999999999799e-13 6.482490789999999503e-01 3.849387270000000220e-12 4.128827879999999814e-13 6.731502969999999531e-01 6.356819360000000030e-01
1.999999999999999960e-12 6.482490789999999503e-01 3.848140240000000259e-12 4.129327109999999862e-13 6.731502969999999531e-01 6.356819360000000030e-01
3.999999999999999920e-12 6.482490789999999503e-01 3.846728579999999936e-12 4.132374629999999977e-13 6.731502969999999531e-01 6.356819360000000030e-01
7.999999999999999839e-12 6.482490789999999503e-01 3.846532529999999854e-12 4.136852189999999858e-13 6.731502969999999531e-01 6.356819360000000030e-01
1.599999999999999968e-11 6.482490789999999503e-01 3.847620269999999628e-12 4.138352020000000249e-13 6.731502969999999531e-01 6.356819360000000030e-01
3.199999999999999936e-11 6.482490789999999503e-01 3.848069209999999807e-12 4.137122430000000177e-13 6.731502969999999531e-01 6.356819360000000030e-01
6.399999999999999871e-11 6.482490789999999503e-01 3.847866810000000099e-12 4.136194160000000128e-13 6.731502969999999531e-01 6.356819360000000030e-01
1.279999999999999974e-10 6.482490789999999503e-01 3.848088090000000043e-12 4.136519010000000144e-13 6.731502969999999531e-01 6.356819360000000030e-01
2.279999999999999881e-10 6.482490789999999503e-01 3.848043850000000031e-12 4.136282950000000109e-13 6.731502969999999531e-01 6.356819360000000030e-01
3.280000000000000047e-10 6.482490789999999503e-01 3.848175420000000211e-12 4.136533170000000119e-13 6.731502969999999531e-01 6.356819360000000030e-01
4.280000000000000213e-10 6.482490789999999503e-01 3.848104769999999817e-12 4.136287539999999850e-13 6.731502969999999531e-01 6.356819360000000030e-01
5.280000000000000378e-10 6.482490789999999503e-01 3.848218360000000280e-12 4.136533820000000191e-13 6.731502969999999531e-01 6.356819360000000030e-01
6.280000000000000027e-10 6.482490789999999503e-01 3.848149819999999973e-12 4.136291910000000010e-13 6.731502969999999531e-01 6.356819360000000030e-01
7.279999999999999676e-10 6.482490789999999503e-01 3.848169230000000353e-12 4.136526859999999929e-13 6.731502969999999531e-01 6.356819360000000030e-01
8.280000000000000359e-10 6.482490789999999503e-01 3.848132339999999737e-12 4.136298570000000200e-13 6.731502969999999531e-01 6.356819360000000030e-01
9.280000000000000007e-10 6.482490789999999503e-01 3.848166890000000295e-12 4.136525330000000016e-13 6.731502969999999531e-01 6.356819360000000030e-01
1.027999999999999966e-09 6.482490789999999503e-01 3.848083730000000272e-12 4.136302010000000085e-13 6.731502969999999531e-01 6.356819360000000030e-01
1.128000000000000034e-09 6.482490789999999503e-01 3.848166940000000324e-12 4.136515359999999854e-13 6.731502969999999531e-01 6.356819360000000030e-01
