dly pw_up pw_down
0u 7.91923e-01 5.26150e-01
.496031u 9.67042e-01 3.44457e-04
.992063u 5.95222e-01 7.33815e-04
1.488095u 5.75003e-01 7.26631e-04
1.984126u 5.54948e-01 7.50581e-04
2.480158u 5.34935e-01 8.47442e-04
2.976190u 5.14642e-01 7.96389e-04
3.472222u 4.94689e-01 9.10857e-04
3.968253u 4.74346e-01 7.72934e-04
4.464285u 4.54126e-01 7.03371e-04
4.960317u 4.34332e-01 9.62572e-04
5.456349u 4.13717e-01 6.36139e-04
5.952380u 3.93846e-01 7.76706e-04
6.448412u 3.73758e-01 8.80569e-04
6.944444u 3.53791e-01 9.85079e-04
7.440476u 3.33491e-01 8.59657e-04
7.936507u 3.13215e-01 7.75903e-04
8.432539u 2.92986e-01 6.88425e-04
8.928571u 2.72985e-01 8.62707e-04
9.424603u 2.52726e-01 8.00189e-04
9.920634u 2.32904e-01 9.97727e-04
10.416666u 2.12381e-01 7.19331e-04
10.912698u 1.92412e-01 8.47011e-04
11.408730u 1.72317e-01 8.74656e-04
11.904761u 1.52117e-01 8.68921e-04
12.400793u 1.32211e-01 1.03435e-03
12.896825u 1.11470e-01 5.83277e-04
13.392857u 9.15546e-02 7.22311e-04
13.888888u 7.15764e-02 8.53527e-04
14.384920u 5.14224e-02 9.04881e-04
14.880952u 3.12264e-02 8.04710e-04
15.376984u 1.11662e-02 9.60561e-04
15.873015u 7.56216e-04 1.12093e-02
16.369047u 8.48262e-04 3.14627e-02
16.865079u 7.87761e-04 5.15420e-02
17.361111u 9.41297e-04 7.18699e-02
17.857142u 8.86017e-04 9.19119e-02
18.353174u 9.38429e-04 1.12100e-01
18.849206u 0.00000e+00 0.00000e+00
19.345238u 8.45040e-04 1.52262e-01
19.841269u 8.13718e-04 1.72414e-01
20.337301u 9.19433e-04 1.92772e-01
20.833333u 1.16860e-03 2.13256e-01
21.329365u 9.92444e-04 2.33147e-01
21.825396u 9.44687e-04 2.53182e-01
22.321428u 9.41504e-04 2.73325e-01
22.817460u 6.64621e-04 2.93237e-01
23.313492u 9.92487e-04 3.13722e-01
23.809523u 8.51455e-04 3.33638e-01
24.305555u 8.13131e-04 3.53756e-01
24.801587u 7.89854e-04 3.93263e-01
25.297619u 0.00000e+00 0.00000e+00
25.793650u 9.48818e-04 4.14421e-01
26.289682u 9.64165e-04 4.35096e-01
26.785714u 9.69863e-04 4.60352e-01
27.281746u 9.96533e-04 4.85399e-01
27.777777u 8.25767e-04 5.10433e-01
28.273809u 9.45083e-04 5.35741e-01
28.769841u 9.46910e-04 5.60993e-01
29.265873u 1.15087e-03 5.86383e-01
29.761904u 1.07383e-03 6.11531e-01
30.257936u 8.98732e-04 6.36466e-01
30.753968u 1.15576e-03 6.61852e-01
31.250000u 9.14158e-01 4.03708e-01
