dly pw_up pw_down
0u 5.18655e-01 5.60735e-01
.496031u 5.04436e-01 1.46007e-03
.992063u 4.87847e-01 1.40953e-03
1.488095u 4.71692e-01 1.72548e-03
1.984126u 4.54835e-01 1.31341e-03
2.480158u 4.38559e-01 1.61132e-03
2.976190u 4.21770e-01 1.22511e-03
3.472222u 4.05614e-01 1.48819e-03
3.968253u 3.89133e-01 1.48877e-03
4.464285u 3.72678e-01 1.62631e-03
4.960317u 3.55973e-01 1.37093e-03
5.456349u 0.00000e+00 0.00000e+00
5.952380u 3.78336e-01 1.68913e-03
6.448412u 3.07033e-01 1.78282e-03
6.944444u 2.90396e-01 1.72320e-03
7.440476u 2.73886e-01 1.69214e-03
7.936507u 2.57714e-01 1.65112e-03
8.432539u 2.40469e-01 1.28652e-03
8.928571u 2.24080e-01 1.35335e-03
9.424603u 2.07726e-01 1.50365e-03
9.920634u 1.91385e-01 1.66781e-03
10.416666u 1.74988e-01 1.59007e-03
10.912698u 1.58631e-01 1.84988e-03
11.408730u 1.41891e-01 1.58873e-03
11.904761u 1.25166e-01 1.38092e-03
12.400793u 1.08633e-01 1.30198e-03
12.896825u 9.22170e-02 1.39993e-03
13.392857u 7.55622e-02 1.28819e-03
13.888888u 9.12610e-02 4.39730e-04
14.384920u 4.29533e-02 1.51626e-03
14.880952u 2.63102e-02 1.35377e-03
15.376984u 1.00432e-02 1.62976e-03
15.873015u 1.70682e-03 1.01964e-02
16.369047u 1.34640e-03 2.62155e-02
16.865079u 1.60205e-03 5.22679e-02
17.361111u 1.72869e-03 5.95908e-02
17.857142u 2.71755e-03 1.07979e-01
18.353174u 2.14776e-03 9.29736e-02
18.849206u 1.83137e-03 1.09160e-01
19.345238u 1.53805e-03 1.40444e-01
19.841269u 1.79100e-03 1.42045e-01
20.337301u 1.91140e-03 1.58625e-01
20.833333u 1.82380e-03 1.75072e-01
21.329365u 1.45417e-03 1.91277e-01
21.825396u 1.62806e-03 2.07868e-01
22.321428u 1.61928e-03 2.43270e-01
22.817460u 1.64877e-03 2.40856e-01
23.313492u 1.52447e-03 2.57226e-01
23.809523u 1.92510e-01 2.73937e-01
24.305555u 1.91724e-03 2.90477e-01
24.801587u 1.61899e-03 3.06839e-01
25.297619u 1.93119e-03 3.23534e-01
25.793650u 1.75814e-01 3.39686e-01
26.289682u 2.13214e-03 3.57216e-01
26.785714u 2.18443e-03 3.77863e-01
27.281746u 2.36153e-03 3.98580e-01
27.777777u 2.00473e-03 4.18864e-01
28.273809u 1.55386e-01 4.39257e-01
28.769841u 2.26915e-03 4.60425e-01
29.265873u 2.35279e-03 4.81046e-01
29.761904u 2.15527e-03 5.01352e-01
30.257936u 2.20986e-03 5.42707e-01
30.753968u 1.88550e-03 5.42414e-01
31.250000u 5.19022e-01 5.60379e-01
