dly pw_up pw_down
0u 5.76193e-01 6.22621e-01
.496031u 5.59325e-01 6.41877e-04
.992063u 5.41011e-01 6.47756e-04
1.488095u 5.22741e-01 6.92217e-04
1.984126u 5.04214e-01 5.32682e-04
2.480158u 4.85996e-01 5.92838e-04
2.976190u 4.67780e-01 6.74956e-04
3.472222u 4.49403e-01 6.26544e-04
3.968253u 4.31167e-01 7.08056e-04
4.464285u 4.12778e-01 6.53390e-04
4.960317u 3.94595e-01 7.45916e-04
5.456349u 3.76215e-01 7.07753e-04
5.952380u 3.57864e-01 6.71482e-04
6.448412u 3.39634e-01 7.31763e-04
6.944444u 3.21215e-01 6.84275e-04
7.440476u 3.02960e-01 7.17692e-04
7.936507u 4.46664e-01 3.76073e-04
8.432539u 2.66147e-01 5.43550e-04
8.928571u 2.47989e-01 6.79996e-04
9.424603u 2.29645e-01 6.53530e-04
9.920634u 2.11344e-01 6.75490e-04
10.416666u 1.92941e-01 5.87730e-04
10.912698u 1.74799e-01 7.28918e-04
11.408730u 1.56618e-01 8.74851e-04
11.904761u 1.38126e-01 7.11433e-04
12.400793u 1.19757e-01 6.72213e-04
12.896825u 1.01448e-01 6.57840e-04
13.392857u 8.32000e-02 6.87230e-04
13.888888u 6.49243e-02 7.74421e-04
14.384920u 4.62877e-02 5.28618e-04
14.880952u 3.46403e-02 4.63355e-04
15.376984u 1.00076e-02 7.18246e-04
15.873015u 7.19229e-04 1.01613e-02
16.369047u 6.51385e-04 2.82388e-02
16.865079u 7.18088e-04 4.67857e-02
17.361111u 4.90918e-04 6.47624e-02
17.857142u 6.97622e-04 8.33645e-02
18.353174u 7.82509e-04 1.01778e-01
18.849206u 6.14375e-04 1.19905e-01
19.345238u 6.88202e-04 1.38337e-01
19.841269u 6.47386e-04 1.56563e-01
20.337301u 6.44935e-04 1.74844e-01
20.833333u 6.35766e-04 1.93135e-01
21.329365u 6.96474e-04 2.11571e-01
21.825396u 8.11189e-04 2.29986e-01
22.321428u 6.36292e-04 2.48121e-01
22.817460u 6.48875e-04 2.66448e-01
23.313492u 7.15851e-04 2.84832e-01
23.809523u 6.24772e-04 3.03046e-01
24.305555u 8.54375e-04 3.41133e-01
24.801587u 6.82052e-04 3.39785e-01
25.297619u 7.10511e-04 3.58115e-01
25.793650u 6.66082e-04 3.76383e-01
26.289682u 7.97590e-04 3.95325e-01
26.785714u 9.38382e-04 4.18398e-01
27.281746u 8.77091e-04 4.41206e-01
27.777777u 1.01847e-03 4.64246e-01
28.273809u 9.25412e-04 4.87055e-01
28.769841u 9.26740e-04 5.09962e-01
29.265873u 9.75613e-04 5.32887e-01
29.761904u 1.03580e-03 5.55845e-01
30.257936u 1.03660e-03 5.78773e-01
30.753968u 9.92950e-04 6.01549e-01
31.250000u 5.75993e-01 6.22725e-01
