dly pw_up pw_down
0u 5.19126e-01 5.60695e-01
.496031u 6.33589e-01 1.54580e-03
.992063u 4.87938e-01 1.40153e-03
1.488095u 4.71110e-01 1.05480e-03
1.984126u 4.55221e-01 1.66359e-03
2.480158u 0.00000e+00 0.00000e+00
2.976190u 4.22797e-01 2.25126e-03
3.472222u 5.63280e-01 1.18502e-03
3.968253u 3.88568e-01 9.08774e-04
4.464285u 4.23806e-01 2.12661e-03
4.960317u 3.56846e-01 2.33866e-03
5.456349u 7.30019e-01 9.76542e-04
5.952380u 5.01624e-01 1.43389e-03
6.448412u 3.06469e-01 1.24109e-03
6.944444u 2.91003e-01 2.35930e-03
7.440476u 4.64878e-01 1.60715e-03
7.936507u 2.56189e-01 4.60384e-04
8.432539u 2.41098e-01 1.98000e-03
8.928571u 2.23416e-01 6.25190e-04
9.424603u 2.07394e-01 1.12879e-03
9.920634u 1.90722e-01 8.65453e-04
10.416666u 1.74508e-01 1.20092e-03
10.912698u 2.90272e-01 1.07336e-03
11.408730u 3.66186e-01 2.48667e-03
11.904761u 1.25895e-01 2.09673e-03
12.400793u 3.41157e-01 1.73540e-03
12.896825u 9.20883e-02 1.19633e-03
13.392857u 7.53187e-02 9.23456e-04
13.888888u 5.98255e-02 1.89232e-03
14.384920u 4.35667e-02 2.16907e-03
14.880952u 2.57463e-02 7.40965e-04
15.376984u 9.44010e-03 9.99132e-04
15.873015u 2.58085e-01 1.04077e-02
16.369047u 5.06449e-01 2.62753e-02
16.865079u 2.46079e-03 5.32664e-02
17.361111u 1.15753e-01 5.93629e-02
17.857142u 1.90163e-03 7.63948e-02
18.353174u 1.58041e-03 9.25788e-02
18.849206u 7.56966e-04 1.08260e-01
19.345238u 0.00000e+00 0.00000e+00
19.841269u 2.25117e-01 1.42362e-01
20.337301u 2.20765e-01 1.58199e-01
20.833333u 1.57918e-03 1.75000e-01
21.329365u 2.50926e-03 1.92520e-01
21.825396u 2.08406e-01 2.07803e-01
22.321428u 1.68992e-03 2.48830e-01
22.817460u 2.00690e-01 2.40835e-01
23.313492u 1.73690e-01 2.58076e-01
23.809523u 1.36621e-03 2.73752e-01
24.305555u 1.47680e-03 2.90399e-01
24.801587u 7.41053e-04 3.06096e-01
25.297619u 1.47081e-03 3.23220e-01
25.793650u 6.47172e-04 3.57008e-01
26.289682u 1.01063e-03 3.56315e-01
26.785714u 1.06155e-03 3.77011e-01
27.281746u 9.46312e-04 3.97509e-01
27.777777u 1.09066e-03 4.18189e-01
28.273809u 1.00066e-03 4.38728e-01
28.769841u 1.61106e-03 4.59965e-01
29.265873u 1.58289e-03 4.80520e-01
29.761904u 1.50393e-03 5.00881e-01
30.257936u 1.14237e-03 5.21284e-01
30.753968u 1.42509e-03 5.42183e-01
31.250000u 5.19051e-01 5.60707e-01
