dly pw_up pw_down
0u 6.34284e-01 6.85174e-01
.496031u 6.14684e-01 2.23438e-04
.992063u 5.94626e-01 2.67078e-04
1.488095u 5.74451e-01 2.53990e-04
1.984126u 5.54296e-01 2.58223e-04
2.480158u 5.34291e-01 3.66333e-04
2.976190u 5.13955e-01 2.26543e-04
3.472222u 4.93809e-01 2.13896e-04
3.968253u 4.73926e-01 3.95096e-04
4.464285u 4.53586e-01 2.65486e-04
4.960317u 4.33579e-01 3.72586e-04
5.456349u 4.13223e-01 2.26409e-04
5.952380u 3.93297e-01 3.80028e-04
6.448412u 4.23961e-01 4.06468e-04
6.944444u 3.52864e-01 2.81508e-04
7.440476u 3.32795e-01 3.29118e-04
7.936507u 3.12475e-01 2.22012e-04
8.432539u 2.92536e-01 3.69536e-04
8.928571u 2.72302e-01 3.09853e-04
9.424603u 2.52000e-01 1.95391e-04
9.920634u 2.31985e-01 2.77686e-04
10.416666u 2.11742e-01 2.20188e-04
10.912698u 1.91754e-01 3.21440e-04
11.408730u 1.71505e-01 2.52763e-04
11.904761u 1.51350e-01 2.48834e-04
12.400793u 1.31232e-01 2.85231e-04
12.896825u 1.11021e-01 2.21602e-04
13.392857u 9.09872e-02 2.95738e-04
13.888888u 0.00000e+00 0.00000e+00
14.384920u 5.07315e-02 3.56028e-04
14.880952u 3.05740e-02 3.37217e-04
15.376984u 1.02849e-02 2.21690e-04
15.873015u 3.09668e-04 1.07284e-02
16.369047u 3.78909e-04 3.09402e-02
16.865079u 2.38536e-04 5.09204e-02
17.361111u 1.18397e-04 1.02874e-01
17.857142u 2.19219e-04 9.11943e-02
18.353174u 3.48734e-04 1.11479e-01
18.849206u 3.62435e-04 1.31654e-01
19.345238u 4.45160e-04 1.51900e-01
19.841269u 3.92904e-04 1.71986e-01
20.337301u 2.44321e-04 1.91961e-01
20.833333u 3.54342e-04 2.12236e-01
21.329365u 2.06054e-04 2.32220e-01
21.825396u 3.80942e-04 2.52540e-01
22.321428u 3.98638e-04 2.72738e-01
22.817460u 3.26065e-04 2.92802e-01
23.313492u 3.26098e-04 3.12920e-01
23.809523u 3.57814e-04 3.33081e-01
24.305555u 2.36977e-04 3.53137e-01
24.801587u 2.44447e-04 3.73285e-01
25.297619u 2.70452e-04 3.93460e-01
25.793650u 2.73769e-04 4.13589e-01
26.289682u 2.73554e-04 4.34255e-01
26.785714u 3.46712e-04 4.59541e-01
27.281746u 0.00000e+00 0.00000e+00
27.777777u 4.81727e-04 5.10058e-01
28.273809u 3.01808e-04 5.35013e-01
28.769841u 1.83826e-01 5.60209e-01
29.265873u 2.45939e-04 6.10996e-01
29.761904u 3.04245e-04 6.10567e-01
30.257936u 2.83888e-04 6.35739e-01
30.753968u 2.69449e-04 6.60907e-01
31.250000u 6.34309e-01 6.85147e-01
