dly pw_up pw_down
0u 6.34447e-01 6.85463e-01
.496031u 7.73822e-01 1.19545e-03
.992063u 5.95249e-01 9.17250e-04
1.488095u 7.33087e-01 8.86712e-04
1.984126u 6.25920e-01 8.03285e-04
2.480158u 7.94380e-01 1.00733e-03
2.976190u 7.03314e-01 1.12225e-03
3.472222u 6.53026e-01 1.33834e-03
3.968253u 1.07001e+00 1.29223e-03
4.464285u 8.15808e-01 8.40451e-04
4.960317u 8.00765e-01 1.21414e-03
5.456349u 4.13921e-01 7.99421e-04
5.952380u 7.70523e-01 9.68815e-04
6.448412u 8.21087e-01 7.47863e-04
6.944444u 3.53299e-01 7.15127e-04
7.440476u 5.67057e-01 9.25441e-04
7.936507u 5.52135e-01 1.03269e-03
8.432539u 2.92950e-01 7.60334e-04
8.928571u 9.28776e-01 1.15247e-03
9.424603u 2.52411e-01 5.72931e-04
9.920634u 3.83977e-01 6.91362e-04
10.416666u 4.76591e-01 1.13217e-03
10.912698u 4.61205e-01 9.46871e-04
11.408730u 6.04437e-01 9.01112e-04
11.904761u 8.82122e-01 7.02921e-04
12.400793u 5.74177e-01 1.10553e-03
12.896825u 5.59152e-01 1.27081e-03
13.392857u 5.44044e-01 1.20488e-03
13.888888u 1.16107e+00 1.42488e-03
14.384920u 4.06270e-01 1.04293e-03
14.880952u 3.08915e-02 6.95598e-04
15.376984u 2.18074e-01 1.02939e-03
15.873015u 1.18445e-03 1.14930e-02
16.369047u 8.28919e-01 3.17706e-02
16.865079u 1.46692e-01 5.17767e-02
17.361111u 1.06434e-03 7.18040e-02
17.857142u 4.30650e-01 9.22065e-02
18.353174u 1.31415e-01 1.12052e-01
18.849206u 1.26357e-01 1.32393e-01
19.345238u 2.80369e-01 1.52760e-01
19.841269u 2.75043e-01 1.72514e-01
20.337301u 4.79329e-01 1.92485e-01
20.833333u 1.32692e-03 2.13113e-01
21.329365u 3.59930e-01 2.33056e-01
21.825396u 7.74066e-01 2.72685e-01
22.321428u 2.49850e-01 2.73229e-01
22.817460u 2.10389e-01 2.93208e-01
23.313492u 9.30453e-04 3.13399e-01
23.809523u 4.68633e-01 3.33785e-01
24.305555u 1.03433e-03 3.53813e-01
24.801587u 4.48783e-01 3.74599e-01
25.297619u 4.38354e-01 3.94186e-01
25.793650u 6.37566e-01 4.14239e-01
26.289682u 2.09857e-01 4.35177e-01
26.785714u 4.08183e-01 4.60408e-01
27.281746u 2.39580e-01 4.85600e-01
27.777777u 3.59294e-02 5.11032e-01
28.273809u 1.89710e-01 5.36111e-01
28.769841u 3.67990e-01 5.61040e-01
29.265873u 1.99284e-01 5.86395e-01
29.761904u 1.74557e-01 6.11438e-01
30.257936u 1.69639e-01 6.36621e-01
30.753968u 1.64781e-01 6.62054e-01
31.250000u 6.34514e-01 6.85500e-01
