dly pw_up pw_down
0u 6.34385e-01 6.85344e-01
.496031u 6.14994e-01 4.63940e-04
.992063u 5.94877e-01 4.70133e-04
1.488095u 5.74582e-01 3.65235e-04
1.984126u 9.11510e-01 4.75964e-04
2.480158u 7.93816e-01 6.44206e-04
2.976190u 5.14682e-01 7.99917e-04
3.472222u 7.38497e-01 5.87811e-04
3.968253u 4.74169e-01 6.46681e-04
4.464285u 4.53826e-01 4.92320e-04
4.960317u 4.33717e-01 4.54193e-04
5.456349u 4.13659e-01 5.88034e-04
5.952380u 3.93412e-01 4.57740e-04
6.448412u 3.73405e-01 6.22822e-04
6.944444u 3.53188e-01 5.67360e-04
7.440476u 3.32996e-01 5.09784e-04
7.936507u 5.51743e-01 8.39959e-04
8.432539u 2.92730e-01 5.45807e-04
8.928571u 2.72502e-01 4.56749e-04
9.424603u 2.52455e-01 5.78345e-04
9.920634u 2.32158e-01 4.19265e-04
10.416666u 4.76432e-01 7.84128e-04
10.912698u 1.92039e-01 5.84947e-04
11.408730u 1.71919e-01 5.52918e-04
11.904761u 1.51797e-01 6.11613e-04
12.400793u 1.31707e-01 5.94947e-04
12.896825u 1.11396e-01 5.13511e-04
13.392857u 9.12956e-02 5.38545e-04
13.888888u 2.29399e-01 6.79403e-04
14.384920u 5.12039e-02 7.74306e-04
14.880952u 3.09686e-02 6.07256e-04
15.376984u 1.07221e-02 5.64849e-04
15.873015u 5.46924e-04 1.09676e-02
16.369047u 3.55560e-04 3.08785e-02
16.865079u 5.06009e-04 5.12264e-02
17.361111u 5.33524e-04 7.14036e-02
17.857142u 6.25335e-04 9.16379e-02
18.353174u 5.02329e-04 1.11626e-01
18.849206u 4.47000e-04 1.31758e-01
19.345238u 4.68800e-04 1.51925e-01
19.841269u 4.87013e-04 1.72059e-01
20.337301u 3.77671e-04 1.92092e-01
20.833333u 3.72992e-04 2.12206e-01
21.329365u 4.48480e-04 2.32487e-01
21.825396u 4.08827e-04 2.52552e-01
22.321428u 4.61974e-04 2.72729e-01
22.817460u 3.55681e-04 2.92796e-01
23.313492u 4.61808e-04 3.13093e-01
23.809523u 4.13282e-04 3.33181e-01
24.305555u 3.80660e-04 3.74998e-01
24.801587u 4.67046e-04 3.73537e-01
25.297619u 2.19292e-01 3.93767e-01
25.793650u 4.42934e-04 4.13798e-01
26.289682u 5.36507e-04 4.34567e-01
26.785714u 6.07929e-04 4.59858e-01
27.281746u 5.04573e-04 4.84915e-01
27.777777u 5.98749e-04 5.10164e-01
28.273809u 5.44987e-04 5.35282e-01
28.769841u 4.79612e-04 5.60401e-01
29.265873u 5.01598e-04 5.85622e-01
29.761904u 6.83555e-04 6.11010e-01
30.257936u 6.50215e-04 6.36187e-01
30.753968u 1.63867e-01 6.61296e-01
31.250000u 6.34350e-01 6.85299e-01
