dly pw_up pw_down
0u 5.19350e-01 5.60124e-01
.496031u 6.34232e-01 3.47875e-03
.992063u 6.26776e-01 3.98012e-03
1.488095u 6.01673e-01 3.76236e-03
1.984126u 5.16390e-01 4.54820e-03
2.480158u 4.40735e-01 3.68016e-03
2.976190u 4.24901e-01 4.14824e-03
3.472222u 4.08684e-01 4.59301e-03
3.968253u 5.19078e-01 3.66149e-03
4.464285u 3.73443e-01 2.30831e-03
4.960317u 5.27790e-01 3.87888e-03
5.456349u 3.88271e-01 4.56499e-03
5.952380u 5.02854e-01 3.96036e-03
6.448412u 4.90563e-01 4.29983e-03
6.944444u 3.91938e-01 3.60500e-03
7.440476u 3.12936e-01 3.55449e-03
7.936507u 5.60654e-01 3.80877e-03
8.432539u 4.40389e-01 2.83619e-03
8.928571u 0.00000e+00 0.00000e+00
9.424603u 4.58331e-01 5.03541e-03
9.920634u 4.05095e-01 4.91928e-03
10.416666u 1.77631e-01 4.39108e-03
10.912698u 2.89160e-01 5.78741e-03
11.408730u 5.03297e-01 3.39022e-03
11.904761u 1.57426e-01 2.62469e-03
12.400793u 2.39595e-01 4.00614e-03
12.896825u 9.47595e-02 3.82956e-03
13.392857u 1.18345e-01 1.79463e-03
13.888888u 9.40520e-02 3.64000e-03
14.384920u 7.02564e-02 5.81151e-03
14.880952u 2.96149e-02 4.46291e-03
15.376984u 1.40795e-01 5.31240e-03
15.873015u 5.01629e-03 1.32847e-02
16.369047u 2.55102e-01 2.80121e-02
16.865079u 4.09053e-03 5.47037e-02
17.361111u 2.48063e-01 6.14393e-02
17.857142u 0.00000e+00 0.00000e+00
18.353174u 2.39040e-01 9.44483e-02
18.849206u 3.96771e-03 1.11335e-01
19.345238u 4.96459e-03 1.28759e-01
19.841269u 4.44742e-03 1.44542e-01
20.337301u 4.40625e-01 1.59730e-01
20.833333u 4.31409e-03 1.77666e-01
21.329365u 2.31968e-01 2.11103e-01
21.825396u 0.00000e+00 0.00000e+00
22.321428u 5.73074e-03 2.28359e-01
22.817460u 0.00000e+00 0.00000e+00
23.313492u 0.00000e+00 0.00000e+00
23.809523u 0.00000e+00 0.00000e+00
24.305555u 3.62081e-01 2.92726e-01
24.801587u 5.46374e-02 3.08033e-01
25.297619u 1.81911e-01 3.26008e-01
25.793650u 1.77595e-01 3.43232e-01
26.289682u 1.03141e-02 3.77859e-01
26.785714u 1.69734e-01 3.81551e-01
27.281746u 5.96454e-03 4.02401e-01
27.777777u 6.35971e-03 4.22998e-01
28.273809u 6.07325e-03 4.43701e-01
28.769841u 4.81947e-03 4.62782e-01
29.265873u 4.19205e-03 4.82977e-01
29.761904u 3.97825e-04 1.07942e+00
30.257936u 5.59243e-03 5.25735e-01
30.753968u 2.69044e-01 5.45819e-01
31.250000u 8.14326e-01 2.65445e-01
