dly pw_up pw_down
0u 1.60226e-01 1.00167e+00
.496031u 7.21544e-01 8.15803e-04
.992063u 5.95668e-01 1.19788e-03
1.488095u 5.75540e-01 1.17876e-03
1.984126u 5.55458e-01 1.24829e-03
2.480158u 5.35325e-01 1.25504e-03
2.976190u 5.15319e-01 1.39413e-03
3.472222u 4.95205e-01 1.44683e-03
3.968253u 4.75014e-01 1.39782e-03
4.464285u 7.13920e-01 2.03852e-03
4.960317u 4.34814e-01 1.48733e-03
5.456349u 0.00000e+00 0.00000e+00
5.952380u 3.94292e-01 1.28574e-03
6.448412u 3.74282e-01 1.38797e-03
6.944444u 0.00000e+00 0.00000e+00
7.440476u 3.33888e-01 1.31518e-03
7.936507u 3.13551e-01 1.16933e-03
8.432539u 2.93585e-01 1.29727e-03
8.928571u 2.73575e-01 1.41777e-03
9.424603u 2.53850e-01 1.85885e-03
9.920634u 0.00000e+00 0.00000e+00
10.416666u 2.13201e-01 1.55685e-03
10.912698u 3.01943e-01 1.24179e-03
11.408730u 1.72862e-01 1.48900e-03
11.904761u 1.52668e-01 1.40053e-03
12.400793u 1.32421e-01 1.31652e-03
12.896825u 1.12184e-01 1.25839e-03
13.392857u 9.23559e-02 1.53497e-03
13.888888u 7.20953e-02 1.45589e-03
14.384920u 0.00000e+00 0.00000e+00
14.880952u 3.19055e-02 1.52439e-03
15.376984u 1.14843e-02 1.26549e-03
15.873015u 1.41201e-03 1.17985e-02
16.369047u 1.75425e-03 3.22744e-02
16.865079u 2.08143e-03 5.27214e-02
17.361111u 1.76459e-03 7.25850e-02
17.857142u 1.23429e-03 9.22423e-02
18.353174u 1.29871e-03 1.12445e-01
18.849206u 1.32238e-03 1.49517e-01
19.345238u 1.47084e-03 1.52853e-01
19.841269u 1.52637e-03 1.73103e-01
20.337301u 1.68303e-03 2.14298e-01
20.833333u 1.40760e-03 2.13200e-01
21.329365u 1.42979e-03 2.33437e-01
21.825396u 1.77090e-03 2.53899e-01
22.321428u 2.05938e-03 2.74328e-01
22.817460u 1.62422e-03 2.94038e-01
23.313492u 1.50460e-03 3.14046e-01
23.809523u 1.28406e-03 3.34023e-01
24.305555u 1.65600e-03 3.54521e-01
24.801587u 1.78470e-03 3.74766e-01
25.297619u 0.00000e+00 0.00000e+00
25.793650u 0.00000e+00 0.00000e+00
26.289682u 1.84782e-03 4.35884e-01
26.785714u 1.82698e-03 4.61060e-01
27.281746u 2.02635e-03 4.86456e-01
27.777777u 1.88036e-03 5.11507e-01
28.273809u 2.32010e-03 5.37049e-01
28.769841u 1.92542e-03 5.61923e-01
29.265873u 1.86049e-03 6.12579e-01
29.761904u 1.98104e-03 6.12330e-01
30.257936u 2.04234e-03 6.37514e-01
30.753968u 1.66770e-03 6.72233e-01
31.250000u 2.36446e-03 1.31725e+00
