dly pw_up pw_down
0u 5.18709e-01 5.60242e-01
.496031u 5.04393e-01 1.37187e-03
.992063u 4.88279e-01 1.84575e-03
1.488095u 4.71529e-01 1.53141e-03
1.984126u 4.55132e-01 1.65141e-03
2.480158u 4.38632e-01 1.61905e-03
2.976190u 4.22075e-01 1.44750e-03
3.472222u 0.00000e+00 0.00000e+00
3.968253u 3.89147e-01 1.62082e-03
4.464285u 3.72898e-01 1.80860e-03
4.960317u 3.56540e-01 1.89269e-03
5.456349u 3.39678e-01 1.47842e-03
5.952380u 3.22896e-01 1.19329e-03
6.448412u 3.06498e-01 1.38120e-03
6.944444u 2.90116e-01 1.46681e-03
7.440476u 2.74047e-01 1.91559e-03
7.936507u 2.57015e-01 1.30310e-03
8.432539u 2.40823e-01 1.62191e-03
8.928571u 2.24752e-01 2.01248e-03
9.424603u 2.07643e-01 1.37028e-03
9.920634u 1.91203e-01 1.36133e-03
10.416666u 1.74824e-01 1.53176e-03
10.912698u 1.58353e-01 1.59372e-03
11.408730u 1.42176e-01 1.89860e-03
11.904761u 1.25565e-01 1.64846e-03
12.400793u 1.08892e-01 1.56996e-03
12.896825u 0.00000e+00 0.00000e+00
13.392857u 7.67022e-02 2.32316e-03
13.888888u 5.98676e-02 1.93097e-03
14.384920u 4.33561e-02 1.89175e-03
14.880952u 2.64200e-02 1.46702e-03
15.376984u 1.04297e-02 2.07525e-03
15.873015u 1.08624e-03 1.16466e-02
16.369047u 0.00000e+00 0.00000e+00
16.865079u 1.55188e-03 4.30398e-02
17.361111u 1.56887e-03 5.95533e-02
17.857142u 2.02447e-03 7.64642e-02
18.353174u 2.01625e-03 9.28634e-02
18.849206u 5.92055e-04 1.46625e-01
19.345238u 1.64905e-03 1.25529e-01
19.841269u 1.45086e-03 1.55257e-01
20.337301u 1.87347e-03 1.58782e-01
20.833333u 2.05836e-03 1.75423e-01
21.329365u 2.03170e-03 1.91750e-01
21.825396u 1.81890e-03 2.08172e-01
22.321428u 1.77300e-03 2.24582e-01
22.817460u 0.00000e+00 0.00000e+00
23.313492u 0.00000e+00 0.00000e+00
23.809523u 2.23218e-03 2.74450e-01
24.305555u 2.19519e-03 2.90966e-01
24.801587u 2.12353e-03 3.07200e-01
25.297619u 1.99497e-03 3.23694e-01
25.793650u 1.80343e-03 3.40032e-01
26.289682u 2.07205e-03 3.57198e-01
26.785714u 2.59383e-03 3.78421e-01
27.281746u 2.55544e-03 3.99042e-01
27.777777u 2.50969e-03 4.19552e-01
28.273809u 2.08278e-03 4.39729e-01
28.769841u 2.36545e-03 4.60559e-01
29.265873u 2.31501e-03 4.81129e-01
29.761904u 2.26283e-03 5.01710e-01
30.257936u 2.92533e-03 5.72726e-01
30.753968u 2.42269e-03 5.43076e-01
31.250000u 5.18555e-01 5.60269e-01
