dly pw_up pw_down
0u 6.75154e-01 5.23262e-01
.496031u 5.59839e-01 1.03166e-03
.992063u 5.41410e-01 8.91056e-04
1.488095u 6.12943e-01 7.56048e-04
1.984126u 5.04815e-01 9.37133e-04
2.480158u 4.86809e-01 1.23753e-03
2.976190u 4.68697e-01 1.38570e-03
3.472222u 4.50375e-01 1.40966e-03
3.968253u 4.31723e-01 9.85877e-04
4.464285u 4.13453e-01 1.04242e-03
4.960317u 3.95666e-01 1.54037e-03
5.456349u 3.76849e-01 1.09063e-03
5.952380u 3.58297e-01 9.46704e-04
6.448412u 3.40171e-01 1.07063e-03
6.944444u 3.21829e-01 1.08624e-03
7.440476u 3.03515e-01 1.03590e-03
7.936507u 2.85261e-01 1.08570e-03
8.432539u 2.67144e-01 1.28802e-03
8.928571u 2.48715e-01 1.21297e-03
9.424603u 2.87743e-01 1.16130e-03
9.920634u 2.11833e-01 9.63852e-04
10.416666u 1.93720e-01 1.12595e-03
10.912698u 2.73679e-01 4.63030e-05
11.408730u 1.57265e-01 1.36029e-03
11.904761u 1.39171e-01 1.45718e-03
12.400793u 1.50246e-01 1.09055e-03
12.896825u 1.27121e-01 7.54249e-04
13.392857u 8.39021e-02 1.23062e-03
13.888888u 6.52414e-02 8.68167e-04
14.384920u 4.74276e-02 1.35274e-03
14.880952u 2.88114e-02 1.10478e-03
15.376984u 1.07606e-02 1.29064e-03
15.873015u 1.29326e-03 1.08176e-02
16.369047u 1.13850e-03 2.89412e-02
16.865079u 1.18946e-03 4.73006e-02
17.361111u 1.41359e-03 6.59500e-02
17.857142u 0.00000e+00 0.00000e+00
18.353174u 1.07076e-03 1.02132e-01
18.849206u 1.09165e-03 1.20506e-01
19.345238u 1.23727e-03 1.39090e-01
19.841269u 9.90861e-04 1.57033e-01
20.337301u 1.27234e-03 1.75561e-01
20.833333u 9.12067e-04 1.93501e-01
21.329365u 7.51831e-04 2.38663e-01
21.825396u 9.43311e-04 2.30225e-01
22.321428u 1.02213e-03 2.48657e-01
22.817460u 9.85909e-04 2.66954e-01
23.313492u 0.00000e+00 0.00000e+00
23.809523u 8.91695e-04 3.03475e-01
24.305555u 1.36780e-03 3.22313e-01
24.801587u 4.59832e-04 3.69564e-01
25.297619u 1.00698e-03 3.58457e-01
25.793650u 9.94539e-04 3.76764e-01
26.289682u 1.22059e-03 3.95882e-01
26.785714u 1.35151e-03 4.18955e-01
27.281746u 1.60967e-03 4.41958e-01
27.777777u 1.09868e-03 4.64491e-01
28.273809u 1.21969e-03 4.87560e-01
28.769841u 1.36343e-03 5.10592e-01
29.265873u 1.38214e-03 5.41418e-01
29.761904u 1.41805e-03 5.56406e-01
30.257936u 1.63011e-03 5.79492e-01
30.753968u 1.62802e-03 6.02487e-01
31.250000u 5.75830e-01 6.22492e-01
