dly pw_up pw_down
0u 6.34551e-01 5.16362e-02
.496031u 6.14984e-01 5.18997e-04
.992063u 5.94765e-01 4.81237e-04
1.488095u 5.74656e-01 4.84314e-04
1.984126u 5.54474e-01 4.71394e-04
2.480158u 5.34322e-01 4.70425e-04
2.976190u 5.14266e-01 5.12903e-04
3.472222u 4.94031e-01 4.81321e-04
3.968253u 4.73921e-01 4.72192e-04
4.464285u 4.53738e-01 4.71469e-04
4.960317u 4.33589e-01 4.70405e-04
5.456349u 4.13449e-01 4.71574e-04
5.952380u 3.93297e-01 4.81384e-04
6.448412u 3.73183e-01 4.72287e-04
6.944444u 3.53001e-01 4.71557e-04
7.440476u 3.32855e-01 4.70405e-04
7.936507u 3.12711e-01 4.71486e-04
8.432539u 2.92562e-01 4.81441e-04
8.928571u 2.72444e-01 4.72442e-04
9.424603u 2.52345e-01 5.14046e-04
9.920634u 2.32121e-01 4.70414e-04
10.416666u 2.11973e-01 4.71411e-04
10.912698u 1.91831e-01 4.81519e-04
11.408730u 1.71699e-01 4.72348e-04
11.904761u 1.51592e-01 5.18870e-04
12.400793u 1.31391e-01 4.70571e-04
12.896825u 1.11233e-01 4.71337e-04
13.392857u 9.10929e-02 4.81593e-04
13.888888u 7.09571e-02 4.72210e-04
14.384920u 5.08383e-02 5.11108e-04
14.880952u 3.06539e-02 4.70755e-04
15.376984u 1.04967e-02 4.71317e-04
15.873015u 6.69913e-04 1.10165e-02
16.369047u 6.83128e-04 3.11996e-02
16.865079u 5.49792e-04 5.11715e-02
17.361111u 5.25170e-04 7.13067e-02
17.857142u 5.41762e-04 9.14542e-02
18.353174u 5.27221e-04 1.11600e-01
18.849206u 5.89129e-04 1.31837e-01
19.345238u 5.20661e-04 1.51894e-01
19.841269u 5.21234e-04 1.72030e-01
20.337301u 5.84520e-04 1.92267e-01
20.833333u 5.29078e-04 2.12333e-01
21.329365u 7.65412e-04 2.32728e-01
21.825396u 6.17691e-04 2.52734e-01
22.321428u 6.53442e-04 2.72953e-01
22.817460u 6.89188e-04 2.93085e-01
23.313492u 6.38069e-04 3.13202e-01
23.809523u 7.60694e-04 3.33497e-01
24.305555u 7.79065e-04 3.53600e-01
24.801587u 7.04561e-04 3.73717e-01
25.297619u 6.41826e-04 3.93813e-01
25.793650u 2.50403e-05 4.35882e-01
26.289682u 8.30078e-04 4.34850e-01
26.785714u 6.69707e-04 4.59815e-01
27.281746u 8.18901e-04 4.85157e-01
27.777777u 7.99750e-04 5.10346e-01
28.273809u 7.47759e-04 5.35472e-01
28.769841u 7.98540e-04 5.60698e-01
29.265873u 8.49863e-04 5.94780e-01
29.761904u 9.07833e-04 6.11136e-01
30.257936u 8.11089e-04 6.36209e-01
30.753968u 7.88570e-04 6.61410e-01
31.250000u 6.34917e-01 6.09061e-04
