dly pw_up pw_down
0u 5.18465e-01 5.60417e-01
.496031u 5.03779e-01 8.84139e-04
.992063u 4.86987e-01 6.96546e-04
1.488095u 4.70760e-01 8.11337e-04
1.984126u 4.54209e-01 8.10487e-04
2.480158u 0.00000e+00 0.00000e+00
2.976190u 4.21493e-01 9.76475e-04
3.472222u 4.04837e-01 8.62331e-04
3.968253u 3.88184e-01 7.05232e-04
4.464285u 3.71923e-01 8.71905e-04
4.960317u 3.55323e-01 8.45830e-04
5.456349u 3.38876e-01 8.21262e-04
5.952380u 3.22221e-01 7.34016e-04
6.448412u 3.05724e-01 6.28582e-04
6.944444u 3.28789e-01 8.33661e-04
7.440476u 2.72772e-01 6.79108e-04
7.936507u 0.00000e+00 0.00000e+00
8.432539u 2.40002e-01 8.84396e-04
8.928571u 2.23477e-01 7.67304e-04
9.424603u 2.07057e-01 8.42386e-04
9.920634u 1.90488e-01 7.85046e-04
10.416666u 1.74141e-01 9.27086e-04
10.912698u 1.57431e-01 7.68091e-04
11.408730u 1.60279e-01 8.56763e-04
11.904761u 1.24810e-01 9.70185e-04
12.400793u 1.34568e-01 4.39486e-04
12.896825u 9.17592e-02 9.41982e-04
13.392857u 7.50786e-02 8.52148e-04
13.888888u 5.87336e-02 8.96447e-04
14.384920u 0.00000e+00 0.00000e+00
14.880952u 3.16194e-02 6.99000e-04
15.376984u 1.05658e-02 1.04391e-03
15.873015u 8.33066e-04 9.19554e-03
16.369047u 7.18977e-04 2.96061e-02
16.865079u 7.47751e-04 4.20289e-02
17.361111u 6.66663e-04 5.84692e-02
17.857142u 0.00000e+00 0.00000e+00
18.353174u 9.62773e-04 9.16414e-02
18.849206u 8.01120e-04 1.08050e-01
19.345238u 7.23175e-04 1.24466e-01
19.841269u 7.75779e-04 1.41085e-01
20.337301u 8.68050e-04 1.57558e-01
20.833333u 7.79130e-04 1.73984e-01
21.329365u 7.98079e-04 1.90494e-01
21.825396u 0.00000e+00 0.00000e+00
22.321428u 9.16701e-04 2.23481e-01
22.817460u 7.89625e-04 2.39944e-01
23.313492u 7.74261e-04 2.56440e-01
23.809523u 9.73640e-04 2.73106e-01
24.305555u 8.52143e-04 2.89435e-01
24.801587u 6.36461e-04 3.05693e-01
25.297619u 7.50940e-04 3.22317e-01
25.793650u 9.12726e-04 3.38963e-01
26.289682u 8.92873e-04 3.55950e-01
26.785714u 1.04220e-03 3.76700e-01
27.281746u 9.11860e-04 3.97191e-01
27.777777u 9.63119e-04 4.17860e-01
28.273809u 9.67009e-04 4.38373e-01
28.769841u 1.13376e-03 4.59218e-01
29.265873u 9.84776e-04 4.79746e-01
29.761904u 9.94551e-04 5.00289e-01
30.257936u 9.80646e-04 5.20895e-01
30.753968u 9.10011e-04 5.41427e-01
31.250000u 5.18570e-01 5.60355e-01
