dly pw_up pw_down
0u 6.34175e-01 6.85117e-01
.496031u 6.14564e-01 1.60522e-04
.992063u 5.94449e-01 1.77339e-04
1.488095u 5.74368e-01 2.17658e-04
1.984126u 5.54120e-01 1.56782e-04
2.480158u 5.33975e-01 1.50376e-04
2.976190u 5.13882e-01 1.93009e-04
3.472222u 4.93698e-01 1.72714e-04
3.968253u 4.73520e-01 1.38776e-04
4.464285u 4.53353e-01 1.39898e-04
4.960317u 4.33233e-01 1.50286e-04
5.456349u 4.13109e-01 1.66366e-04
5.952380u 3.92882e-01 1.38701e-04
6.448412u 3.73021e-01 3.04929e-04
6.944444u 3.52832e-01 2.79657e-04
7.440476u 3.32542e-01 1.78064e-04
7.936507u 3.12416e-01 2.01793e-04
8.432539u 2.92254e-01 1.79519e-04
8.928571u 2.72154e-01 1.95996e-04
9.424603u 2.51923e-01 1.57086e-04
9.920634u 2.31824e-01 1.90883e-04
10.416666u 2.11683e-01 2.05138e-04
10.912698u 1.91494e-01 1.63708e-04
11.408730u 1.71503e-01 2.53611e-04
11.904761u 1.51222e-01 1.83043e-04
12.400793u 1.31098e-01 2.12156e-04
12.896825u 1.10902e-01 1.75128e-04
13.392857u 9.07582e-02 1.63912e-04
13.888888u 7.06427e-02 1.83734e-04
14.384920u 5.04546e-02 1.65577e-04
14.880952u 3.04342e-02 2.46574e-04
15.376984u 1.02374e-02 2.26462e-04
15.873015u 1.68723e-04 1.04427e-02
16.369047u 1.83658e-04 3.06035e-02
16.865079u 1.78809e-04 5.07462e-02
17.361111u 1.87289e-04 7.09025e-02
17.857142u 1.55719e-04 9.10216e-02
18.353174u 1.65614e-04 1.11175e-01
18.849206u 1.65901e-04 1.31317e-01
19.345238u 1.55623e-04 1.51464e-01
19.841269u 1.55600e-04 1.71606e-01
20.337301u 1.66880e-04 1.91759e-01
20.833333u 1.55573e-04 2.11904e-01
21.329365u 1.55557e-04 2.32043e-01
21.825396u 1.55555e-04 2.52202e-01
22.321428u 1.55542e-04 2.72341e-01
22.817460u 1.55543e-04 2.92501e-01
23.313492u 1.55532e-04 3.12641e-01
23.809523u 1.55522e-04 3.32777e-01
24.305555u 1.61305e-04 3.52945e-01
24.801587u 1.55517e-04 3.73077e-01
25.297619u 1.55520e-04 3.93241e-01
25.793650u 1.55513e-04 4.13382e-01
26.289682u 2.23220e-04 4.34063e-01
26.785714u 2.23258e-04 4.59249e-01
27.281746u 1.94373e-04 4.84412e-01
27.777777u 2.00231e-04 5.09600e-01
28.273809u 2.00212e-04 5.34787e-01
28.769841u 2.11855e-04 5.59980e-01
29.265873u 2.23548e-04 5.85174e-01
29.761904u 2.24431e-04 6.10360e-01
30.257936u 2.23500e-04 6.35543e-01
30.753968u 2.23508e-04 6.60730e-01
31.250000u 6.34189e-01 6.85128e-01
