dly pw_up pw_down
0u 2.89984e-01 9.11398e-01
.496031u 5.61268e-01 2.43494e-03
.992063u 5.43029e-01 2.52082e-03
1.488095u 5.24879e-01 2.67684e-03
1.984126u 5.06551e-01 2.67654e-03
2.480158u 5.71248e-01 2.21503e-03
2.976190u 4.69735e-01 2.51481e-03
3.472222u 4.51668e-01 2.78823e-03
3.968253u 4.33113e-01 2.57263e-03
4.464285u 4.14858e-01 2.63833e-03
4.960317u 3.96327e-01 2.41845e-03
5.456349u 3.78120e-01 2.51230e-03
5.952380u 3.59751e-01 2.39927e-03
6.448412u 3.41039e-01 2.02326e-03
6.944444u 3.23126e-01 2.41538e-03
7.440476u 3.04921e-01 2.58705e-03
7.936507u 0.00000e+00 0.00000e+00
8.432539u 2.68307e-01 2.53530e-03
8.928571u 2.50159e-01 2.76490e-03
9.424603u 2.31750e-01 2.67787e-03
9.920634u 2.13610e-01 2.78696e-03
10.416666u 1.94857e-01 2.39136e-03
10.912698u 1.76391e-01 2.24998e-03
11.408730u 1.58118e-01 2.29289e-03
11.904761u 1.40144e-01 2.62849e-03
12.400793u 1.21347e-01 2.16023e-03
12.896825u 1.03161e-01 2.26350e-03
13.392857u 8.51347e-02 2.50065e-03
13.888888u 6.71047e-02 2.76457e-03
14.384920u 4.91087e-02 3.11114e-03
14.880952u 2.96441e-02 1.99800e-03
15.376984u 1.20599e-02 2.71781e-03
15.873015u 1.96616e-03 1.67363e-02
16.369047u 2.80504e-03 3.05004e-02
16.865079u 2.92082e-03 4.90056e-02
17.361111u 2.77627e-03 6.71935e-02
17.857142u 4.81313e-01 6.52024e-02
18.353174u 2.64204e-03 1.03640e-01
18.849206u 2.16455e-03 1.21505e-01
19.345238u 2.83097e-03 1.40438e-01
19.841269u 2.53731e-03 1.58496e-01
20.337301u 2.17138e-03 1.76465e-01
20.833333u 2.15512e-03 2.14561e-01
21.329365u 2.50561e-03 2.13412e-01
21.825396u 3.32221e-03 2.32586e-01
22.321428u 2.79126e-03 2.50361e-01
22.817460u 2.71996e-03 2.68467e-01
23.313492u 3.28209e-03 2.87436e-01
23.809523u 2.33704e-03 3.04865e-01
24.305555u 2.45946e-03 3.23225e-01
24.801587u 2.46283e-03 3.41528e-01
25.297619u 2.32414e-03 3.59793e-01
25.793650u 2.52893e-03 3.78307e-01
26.289682u 3.44981e-03 3.98000e-01
26.785714u 4.24117e-03 4.21685e-01
27.281746u 3.59502e-03 4.43948e-01
27.777777u 3.39976e-03 4.66659e-01
28.273809u 3.30638e-03 4.89429e-01
28.769841u 3.17357e-03 5.12141e-01
29.265873u 3.16122e-03 5.35104e-01
29.761904u 4.56009e-03 5.59381e-01
30.257936u 2.71586e-03 5.80488e-01
30.753968u 3.27820e-03 6.03906e-01
31.250000u 2.90605e-01 9.10461e-01
