dly pw_up pw_down
0u 5.76812e-01 6.23035e-01
.496031u 5.59511e-01 6.79015e-04
.992063u 5.41368e-01 9.31184e-04
1.488095u 5.23197e-01 1.05375e-03
1.984126u 5.04694e-01 8.18489e-04
2.480158u 6.30078e-01 8.73709e-04
2.976190u 4.67926e-01 6.84656e-04
3.472222u 5.28166e-01 9.94572e-04
3.968253u 6.77959e-01 9.93220e-04
4.464285u 4.12894e-01 6.22768e-04
4.960317u 4.86630e-01 6.39401e-04
5.456349u 3.76509e-01 7.75213e-04
5.952380u 3.58121e-01 8.30560e-04
6.448412u 3.39991e-01 9.94159e-04
6.944444u 3.21605e-01 9.13671e-04
7.440476u 3.03217e-01 8.32434e-04
7.936507u 2.84907e-01 8.26771e-04
8.432539u 2.66423e-01 7.11452e-04
8.928571u 2.48260e-01 8.75087e-04
9.424603u 0.00000e+00 0.00000e+00
9.920634u 4.47218e-01 1.12109e-03
10.416666u 1.93458e-01 9.96050e-04
10.912698u 1.75053e-01 9.20776e-04
11.408730u 4.61045e-01 1.08961e-03
11.904761u 3.92051e-01 8.73040e-04
12.400793u 1.19967e-01 7.52839e-04
12.896825u 1.01883e-01 9.98482e-04
13.392857u 3.50792e-01 8.19604e-04
13.888888u 6.49860e-02 7.25445e-04
14.384920u 2.25736e-01 7.44848e-04
14.880952u 2.85439e-02 8.63623e-04
15.376984u 1.03531e-02 1.03956e-03
15.873015u 1.10408e-03 1.06255e-02
16.369047u 8.30728e-04 2.86538e-02
16.865079u 1.91089e-01 4.67340e-02
17.361111u 7.11836e-04 6.52159e-02
17.857142u 6.75381e-04 8.34844e-02
18.353174u 0.00000e+00 0.00000e+00
18.849206u 0.00000e+00 0.00000e+00
19.345238u 8.12242e-04 1.38561e-01
19.841269u 2.49830e-01 1.56771e-01
20.337301u 7.62308e-04 1.75108e-01
20.833333u 8.79011e-04 1.93534e-01
21.329365u 8.86581e-04 2.11860e-01
21.825396u 1.02567e-03 2.30266e-01
22.321428u 5.81119e-04 2.48185e-01
22.817460u 2.22602e-01 2.67059e-01
23.313492u 6.22054e-04 3.05640e-01
23.809523u 2.13642e-01 3.03779e-01
24.305555u 5.85685e-04 3.21507e-01
24.801587u 7.23531e-04 3.39958e-01
25.297619u 8.71231e-04 3.58428e-01
25.793650u 1.08402e-03 3.76895e-01
26.289682u 1.03209e-03 3.95700e-01
26.785714u 7.43716e-04 4.18356e-01
27.281746u 8.26374e-04 4.41328e-01
27.777777u 1.11445e-03 4.64457e-01
28.273809u 9.77326e-04 4.87193e-01
28.769841u 5.68019e-04 5.09738e-01
29.265873u 1.63108e-01 5.33134e-01
29.761904u 8.26253e-04 5.55806e-01
30.257936u 8.35284e-04 5.78702e-01
30.753968u 9.85978e-04 6.01781e-01
31.250000u 5.76816e-01 6.23035e-01
