dly pw_up pw_down
0u 6.33943e-01 6.85111e-01
.496031u 6.15368e-01 8.67339e-04
.992063u 7.93358e-01 1.20096e-03
1.488095u 5.75275e-01 1.03459e-03
1.984126u 5.55074e-01 1.04647e-03
2.480158u 5.35099e-01 1.07845e-03
2.976190u 5.14799e-01 1.02556e-03
3.472222u 4.94523e-01 9.15745e-04
3.968253u 4.74684e-01 1.17658e-03
4.464285u 6.11955e-01 1.08083e-03
4.960317u 4.34451e-01 1.20940e-03
5.456349u 4.13826e-01 7.99565e-04
5.952380u 3.94034e-01 1.08326e-03
6.448412u 3.73968e-01 1.21801e-03
6.944444u 3.53565e-01 1.01889e-03
7.440476u 3.33005e-01 6.38043e-04
7.936507u 3.14018e-01 1.60054e-03
8.432539u 2.93176e-01 1.00274e-03
8.928571u 2.72990e-01 9.74793e-04
9.424603u 2.53010e-01 1.12652e-03
9.920634u 2.32738e-01 1.01108e-03
10.416666u 2.12760e-01 1.06429e-03
10.912698u 1.92384e-01 9.71898e-04
11.408730u 1.72223e-01 9.31488e-04
11.904761u 1.52186e-01 1.03156e-03
12.400793u 1.32060e-01 1.04566e-03
12.896825u 1.11977e-01 1.14179e-03
13.392857u 9.18079e-02 1.05731e-03
13.888888u 7.16547e-02 1.10765e-03
14.384920u 5.12528e-02 8.71519e-04
14.880952u 3.11805e-02 9.14795e-04
15.376984u 1.10098e-02 8.88717e-04
15.873015u 1.00782e-03 1.12483e-02
16.369047u 9.57672e-04 3.13340e-02
16.865079u 1.17288e-03 5.18272e-02
17.361111u 1.14501e-03 7.18407e-02
17.857142u 1.12977e-03 9.19537e-02
18.353174u 1.01870e-03 1.12009e-01
18.849206u 1.12604e-03 1.32353e-01
19.345238u 1.07787e-03 1.52457e-01
19.841269u 1.11023e-03 1.72649e-01
20.337301u 1.25440e-03 1.92740e-01
20.833333u 1.04938e-03 2.12780e-01
21.329365u 9.60980e-04 2.86302e-01
21.825396u 1.33936e-03 2.53454e-01
22.321428u 1.11705e-03 2.73358e-01
22.817460u 1.18814e-03 2.93540e-01
23.313492u 9.17402e-04 3.13394e-01
23.809523u 9.36581e-04 3.33601e-01
24.305555u 9.91565e-04 3.53701e-01
24.801587u 9.33145e-04 3.73868e-01
25.297619u 2.19452e-01 3.94299e-01
25.793650u 1.08039e-03 4.14212e-01
26.289682u 1.49281e-03 4.35415e-01
26.785714u 1.26071e-03 4.60323e-01
27.281746u 1.99548e-01 4.85456e-01
27.777777u 1.07944e-03 5.10560e-01
28.273809u 1.40542e-03 5.60060e-01
28.769841u 1.84124e-01 5.61010e-01
29.265873u 1.26711e-03 5.86364e-01
29.761904u 1.81796e-03 6.12150e-01
30.257936u 1.40191e-03 6.36935e-01
30.753968u 1.14557e-03 6.61699e-01
31.250000u 6.34072e-01 6.84941e-01
