dly pw_up pw_down
0u 6.34365e-01 6.84272e-01
.496031u 6.16399e-01 1.65474e-03
.992063u 5.96077e-01 1.49360e-03
1.488095u 5.75849e-01 1.43733e-03
1.984126u 5.56219e-01 1.84047e-03
2.480158u 5.35803e-01 1.73600e-03
2.976190u 5.15890e-01 1.86542e-03
3.472222u 4.95487e-01 1.62641e-03
3.968253u 4.75317e-01 1.60455e-03
4.464285u 4.55700e-01 2.18298e-03
4.960317u 5.43423e-01 9.30396e-04
5.456349u 4.14868e-01 1.56635e-03
5.952380u 3.94940e-01 1.80440e-03
6.448412u 3.74839e-01 1.86015e-03
6.944444u 3.54378e-01 1.60397e-03
7.440476u 3.34136e-01 1.44644e-03
7.936507u 3.14164e-01 1.58419e-03
8.432539u 2.93933e-01 1.57394e-03
8.928571u 2.74090e-01 1.77503e-03
9.424603u 0.00000e+00 0.00000e+00
9.920634u 2.33565e-01 1.62454e-03
10.416666u 2.13319e-01 1.52725e-03
10.912698u 2.40681e-01 8.63554e-04
11.408730u 0.00000e+00 0.00000e+00
11.904761u 1.52760e-01 1.45086e-03
12.400793u 0.00000e+00 0.00000e+00
12.896825u 1.12926e-01 1.81757e-03
13.392857u 9.27473e-02 1.83943e-03
13.888888u 7.27869e-02 2.04108e-03
14.384920u 5.21291e-02 1.53641e-03
14.880952u 3.16987e-02 1.22286e-03
15.376984u 1.21522e-02 1.75424e-03
15.873015u 1.87617e-03 1.23563e-02
16.369047u 1.69413e-03 3.22857e-02
16.865079u 1.85018e-03 5.25583e-02
17.361111u 1.63672e-03 7.26094e-02
17.857142u 1.94848e-03 9.29909e-02
18.353174u 0.00000e+00 0.00000e+00
18.849206u 1.99454e-03 1.33353e-01
19.345238u 1.89162e-03 1.53302e-01
19.841269u 1.56840e-03 1.73223e-01
20.337301u 1.66507e-03 1.93475e-01
20.833333u 1.66927e-03 2.13599e-01
21.329365u 1.79897e-03 2.33899e-01
21.825396u 1.78214e-03 2.53977e-01
22.321428u 1.87020e-03 2.74186e-01
22.817460u 1.86387e-03 2.94362e-01
23.313492u 1.52449e-03 3.14223e-01
23.809523u 1.60097e-03 3.34444e-01
24.305555u 1.42096e-03 3.54442e-01
24.801587u 1.29080e-03 3.74441e-01
25.297619u 1.51549e-03 3.94758e-01
25.793650u 1.82680e-03 4.15253e-01
26.289682u 1.79738e-03 4.35972e-01
26.785714u 2.09902e-03 4.61454e-01
27.281746u 1.80883e-03 4.86401e-01
27.777777u 2.00860e-03 5.11670e-01
28.273809u 1.92785e-03 5.36841e-01
28.769841u 2.01446e-03 5.62123e-01
29.265873u 2.04511e-03 5.87365e-01
29.761904u 2.72648e-03 6.13255e-01
30.257936u 2.11572e-03 6.37795e-01
30.753968u 2.24017e-03 6.63114e-01
31.250000u 6.84807e-01 6.33951e-01
