dly pw_up pw_down
0u 5.18883e-01 5.60392e-01
.496031u 5.04228e-01 1.23692e-03
.992063u 4.87253e-01 8.58590e-04
1.488095u 4.70841e-01 8.78232e-04
1.984126u 4.54356e-01 8.92910e-04
2.480158u 4.37771e-01 8.17779e-04
2.976190u 4.21606e-01 1.11257e-03
3.472222u 4.04923e-01 9.42089e-04
3.968253u 3.88378e-01 8.71594e-04
4.464285u 3.72006e-01 9.60485e-04
4.960317u 3.55554e-01 1.01359e-03
5.456349u 3.39092e-01 1.07094e-03
5.952380u 3.22492e-01 8.85807e-04
6.448412u 3.05974e-01 8.78599e-04
6.944444u 2.89525e-01 9.20288e-04
7.440476u 2.73104e-01 9.98824e-04
7.936507u 3.00443e-01 9.75776e-04
8.432539u 2.39994e-01 8.20610e-04
8.928571u 2.23578e-01 9.20399e-04
9.424603u 2.07082e-01 8.95055e-04
9.920634u 1.90564e-01 8.63489e-04
10.416666u 1.73996e-01 8.18216e-04
10.912698u 1.57773e-01 1.05941e-03
11.408730u 1.41354e-01 1.03137e-03
11.904761u 1.24671e-01 9.27631e-04
12.400793u 1.08133e-01 8.50655e-04
12.896825u 9.17696e-02 9.67383e-04
13.392857u 8.54944e-02 1.10005e-03
13.888888u 5.87968e-02 9.20295e-04
14.384920u 4.24226e-02 1.08652e-03
14.880952u 2.58193e-02 9.61715e-04
15.376984u 9.36059e-03 9.67182e-04
15.873015u 1.16477e-03 9.60255e-03
16.369047u 1.12454e-03 2.59681e-02
16.865079u 9.46743e-04 4.23158e-02
17.361111u 0.00000e+00 0.00000e+00
17.857142u 8.12755e-04 8.57478e-02
18.353174u 1.15921e-03 9.20071e-02
18.849206u 1.03102e-03 1.27454e-01
19.345238u 9.49279e-04 1.24766e-01
19.841269u 1.10753e-03 1.41404e-01
20.337301u 9.71953e-04 1.57752e-01
20.833333u 1.01546e-03 1.74257e-01
21.329365u 1.00648e-03 1.90750e-01
21.825396u 9.80992e-04 2.07250e-01
22.321428u 9.50691e-04 2.23669e-01
22.817460u 0.00000e+00 0.00000e+00
23.313492u 8.95245e-04 2.56596e-01
23.809523u 9.17259e-04 2.73069e-01
24.305555u 1.02407e-03 2.89662e-01
24.801587u 1.15924e-03 3.06199e-01
25.297619u 1.07519e-03 3.22658e-01
25.793650u 1.03440e-03 3.39151e-01
26.289682u 1.17301e-03 3.56235e-01
26.785714u 1.26681e-03 3.76848e-01
27.281746u 1.18717e-03 3.97460e-01
27.777777u 1.32086e-03 4.18183e-01
28.273809u 1.18993e-03 4.38672e-01
28.769841u 1.16169e-03 4.59221e-01
29.265873u 1.36276e-03 4.79973e-01
29.761904u 1.24780e-03 5.00499e-01
30.257936u 1.18371e-03 5.21080e-01
30.753968u 1.20520e-03 5.41719e-01
31.250000u 5.18768e-01 5.60539e-01
