dly pw_up pw_down
0u 4.39588e-07 1.08000e+00
.496031u 5.04513e-01 1.49587e-03
.992063u 4.89199e-01 2.52303e-03
1.488095u 4.73220e-01 2.80447e-03
1.984126u 5.68763e-01 3.58679e-03
2.480158u 4.39379e-01 2.14032e-03
2.976190u 4.23653e-01 3.12047e-03
3.472222u 4.06567e-01 2.38755e-03
3.968253u 3.89647e-01 2.04105e-03
4.464285u 3.73201e-01 2.05425e-03
4.960317u 3.56853e-01 2.16497e-03
5.456349u 3.40524e-01 2.23980e-03
5.952380u 3.23985e-01 2.30100e-03
6.448412u 3.07424e-01 2.19983e-03
6.944444u 3.40754e-01 2.47073e-03
7.440476u 2.74686e-01 2.44337e-03
7.936507u 2.58473e-01 2.60734e-03
8.432539u 2.42301e-01 3.07233e-03
8.928571u 2.25124e-01 2.02113e-03
9.424603u 2.08820e-01 2.54538e-03
9.920634u 1.91930e-01 2.03845e-03
10.416666u 2.05176e-01 2.04515e-03
10.912698u 1.59398e-01 2.54029e-03
11.408730u 0.00000e+00 0.00000e+00
11.904761u 1.26424e-01 2.52223e-03
12.400793u 1.11136e-01 3.62755e-03
12.896825u 1.06107e-01 2.76149e-03
13.392857u 7.71388e-02 2.68781e-03
13.888888u 6.01871e-02 2.21600e-03
14.384920u 4.43910e-02 2.81885e-03
14.880952u 2.64054e-02 1.42476e-03
15.376984u 1.04637e-02 1.90571e-03
15.873015u 2.98841e-03 1.17050e-02
16.369047u 2.37855e-03 2.76425e-02
16.865079u 2.69570e-03 4.43052e-02
17.361111u 3.39236e-03 6.13774e-02
17.857142u 3.09815e-03 7.78983e-02
18.353174u 3.72568e-03 9.45343e-02
18.849206u 3.10082e-03 1.10692e-01
19.345238u 2.62023e-03 1.26575e-01
19.841269u 2.07403e-03 1.85170e-01
20.337301u 2.27939e-03 1.76245e-01
20.833333u 3.01494e-03 1.76506e-01
21.329365u 2.75713e-03 1.92733e-01
21.825396u 2.43162e-03 2.08872e-01
22.321428u 2.97560e-03 2.26012e-01
22.817460u 1.35212e-03 2.80108e-01
23.313492u 2.31085e-03 2.76544e-01
23.809523u 2.12422e-03 2.74534e-01
24.305555u 2.92390e-03 2.91767e-01
24.801587u 2.10167e-03 3.07511e-01
25.297619u 2.70293e-03 3.24520e-01
25.793650u 3.04511e-03 3.41473e-01
26.289682u 3.14014e-03 3.73528e-01
26.785714u 3.15317e-03 3.79154e-01
27.281746u 4.85446e-03 4.28548e-01
27.777777u 3.03412e-03 4.20358e-01
28.273809u 4.04778e-03 4.41896e-01
28.769841u 4.15593e-03 4.62734e-01
29.265873u 3.43435e-03 4.82601e-01
29.761904u 4.89594e-03 5.13691e-01
30.257936u 4.43356e-03 5.24829e-01
30.753968u 3.74493e-03 5.44782e-01
31.250000u 5.17808e-01 5.60774e-01
