dly pw_up pw_down
0u 6.34525e-01 6.85507e-01
.496031u 7.78673e-01 8.98319e-04
.992063u 5.95386e-01 9.61337e-04
1.488095u 5.74973e-01 6.08285e-04
1.984126u 5.54928e-01 7.52722e-04
2.480158u 5.34789e-01 8.26062e-04
2.976190u 5.15014e-01 1.17325e-03
3.472222u 9.67362e-01 1.68146e-03
3.968253u 4.74380e-01 8.05699e-04
4.464285u 9.12378e-01 1.45689e-03
4.960317u 9.02117e-01 1.11747e-03
5.456349u 6.27652e-01 9.67505e-04
5.952380u 9.42322e-01 1.16286e-03
6.448412u 3.73605e-01 7.69380e-04
6.944444u 5.82520e-01 1.02022e-03
7.440476u 3.33499e-01 9.70585e-04
7.936507u 9.48755e-01 1.37182e-03
8.432539u 5.36868e-01 7.22834e-04
8.928571u 2.72978e-01 8.72484e-04
9.424603u 4.11149e-01 1.28118e-03
9.920634u 2.32730e-01 9.45339e-04
10.416666u 2.13234e-01 1.54046e-03
10.912698u 4.61566e-01 1.18249e-03
11.408730u 4.46164e-01 7.48228e-04
11.904761u 3.24067e-01 1.03450e-03
12.400793u 4.15887e-01 9.07167e-04
12.896825u 2.70058e-01 1.14336e-03
13.392857u 2.78850e-01 1.21566e-03
13.888888u 3.70885e-01 9.86435e-04
14.384920u 5.21706e-02 1.69370e-03
14.880952u 3.40613e-01 9.54757e-04
15.376984u 1.11467e-02 9.68591e-04
15.873015u 8.65635e-04 1.12566e-02
16.369047u 2.10630e-01 3.15869e-02
16.865079u 1.09891e-03 5.18018e-02
17.361111u 1.26551e-03 7.20950e-02
17.857142u 8.81068e-04 9.18418e-02
18.353174u 1.58517e-03 1.12758e-01
18.849206u 1.26750e-01 1.32864e-01
19.345238u 2.80345e-01 1.52912e-01
19.841269u 1.17211e-03 1.72755e-01
20.337301u 2.70199e-01 1.92906e-01
20.833333u 9.79089e-04 2.12874e-01
21.329365u 8.46352e-04 2.32884e-01
21.825396u 6.32380e-04 2.82768e-01
22.321428u 8.53173e-04 2.73192e-01
22.817460u 1.22852e-03 2.93674e-01
23.313492u 1.20286e-03 3.13830e-01
23.809523u 7.58245e-02 3.33931e-01
24.305555u 1.11110e-03 3.54046e-01
24.801587u 4.34038e-01 3.73991e-01
25.297619u 1.02561e-03 3.94241e-01
25.793650u 2.14545e-01 4.14223e-01
26.289682u 2.59452e-01 4.35309e-01
26.785714u 2.49516e-01 4.60963e-01
27.281746u 1.51544e-03 4.85925e-01
27.777777u 3.87935e-01 5.10790e-01
28.273809u 1.60038e-03 5.36360e-01
28.769841u 1.13517e-03 5.61053e-01
29.265873u 1.15500e-03 5.86269e-01
29.761904u 1.74714e-01 6.11769e-01
30.257936u 1.30672e-03 6.36843e-01
30.753968u 1.16386e-03 6.61853e-01
31.250000u 6.34430e-01 6.85574e-01
