dly pw_up pw_down
0u 5.18715e-01 5.60591e-01
.496031u 5.05556e-01 2.17368e-03
.992063u 4.87551e-01 9.67643e-04
1.488095u 4.71442e-01 1.27784e-03
1.984126u 4.54666e-01 1.02362e-03
2.480158u 4.38348e-01 1.11482e-03
2.976190u 4.22191e-01 1.41669e-03
3.472222u 4.05704e-01 1.41730e-03
3.968253u 3.89310e-01 1.47824e-03
4.464285u 0.00000e+00 0.00000e+00
4.960317u 3.55968e-01 1.09546e-03
5.456349u 3.40040e-01 1.62225e-03
5.952380u 3.23189e-01 1.52994e-03
6.448412u 3.06841e-01 1.34614e-03
6.944444u 2.90167e-01 1.31595e-03
7.440476u 2.73579e-01 1.32685e-03
7.936507u 2.57048e-01 1.15595e-03
8.432539u 0.00000e+00 0.00000e+00
8.928571u 0.00000e+00 0.00000e+00
9.424603u 2.07562e-01 1.18280e-03
9.920634u 2.23590e-01 1.09705e-03
10.416666u 1.75077e-01 1.50650e-03
10.912698u 1.58396e-01 1.33189e-03
11.408730u 1.41763e-01 1.14560e-03
11.904761u 1.25077e-01 1.11121e-03
12.400793u 1.08535e-01 1.04126e-03
12.896825u 9.21017e-02 1.05276e-03
13.392857u 7.57754e-02 1.31601e-03
13.888888u 5.94096e-02 1.37226e-03
14.384920u 4.28632e-02 1.25565e-03
14.880952u 2.62390e-02 1.14319e-03
15.376984u 9.55726e-03 9.65728e-04
15.873015u 2.27981e-03 1.04206e-02
16.369047u 1.18916e-03 3.03867e-02
16.865079u 1.23421e-03 4.28958e-02
17.361111u 1.42175e-03 5.94694e-02
17.857142u 0.00000e+00 0.00000e+00
18.353174u 1.17646e-03 9.20936e-02
18.849206u 1.53845e-03 1.09035e-01
19.345238u 1.39300e-03 1.25468e-01
19.841269u 1.47432e-03 1.41903e-01
20.337301u 1.21103e-03 1.58288e-01
20.833333u 1.39204e-03 1.74734e-01
21.329365u 1.95301e-03 1.91678e-01
21.825396u 0.00000e+00 0.00000e+00
22.321428u 1.39762e-03 2.24363e-01
22.817460u 1.52240e-03 2.40964e-01
23.313492u 1.31344e-03 2.57265e-01
23.809523u 2.17424e-03 2.74677e-01
24.305555u 1.82000e-03 2.90593e-01
24.801587u 1.53461e-03 3.06971e-01
25.297619u 1.65495e-03 3.23579e-01
25.793650u 1.46599e-03 3.39728e-01
26.289682u 2.30704e-03 3.57677e-01
26.785714u 2.05777e-03 3.77993e-01
27.281746u 1.91639e-03 3.98641e-01
27.777777u 1.53103e-03 4.18552e-01
28.273809u 2.57533e-03 4.40283e-01
28.769841u 1.54220e-03 4.60029e-01
29.265873u 2.15920e-03 4.81151e-01
29.761904u 1.57030e-03 5.01238e-01
30.257936u 1.68338e-03 5.21959e-01
30.753968u 1.49053e-03 5.42395e-01
31.250000u 5.18878e-01 5.60459e-01
