dly pw_up pw_down
0u 5.19038e-01 5.60576e-01
.496031u 5.03664e-01 7.51051e-04
.992063u 6.16073e-01 3.51329e-04
1.488095u 4.70524e-01 4.84580e-04
1.984126u 4.54044e-01 5.76654e-04
2.480158u 4.37354e-01 3.11016e-04
2.976190u 4.21152e-01 6.17939e-04
3.472222u 4.04309e-01 2.90490e-04
3.968253u 4.85854e-01 6.47243e-04
4.464285u 3.71663e-01 5.18896e-04
4.960317u 3.54911e-01 3.18993e-04
5.456349u 3.39013e-01 8.70338e-04
5.952380u 3.22226e-01 5.82001e-04
6.448412u 3.05946e-01 7.27142e-04
6.944444u 2.89073e-01 4.20550e-04
7.440476u 2.72456e-01 3.08914e-04
7.936507u 2.56037e-01 3.63447e-04
8.432539u 2.39835e-01 5.98749e-04
8.928571u 3.50362e-01 8.47349e-05
9.424603u 2.06881e-01 4.61819e-04
9.920634u 1.90032e-01 3.03691e-04
10.416666u 1.73916e-01 6.70726e-04
10.912698u 1.57337e-01 5.54699e-04
11.408730u 1.40853e-01 5.98262e-04
11.904761u 1.24262e-01 4.35778e-04
12.400793u 1.07574e-01 2.86051e-04
12.896825u 9.16638e-02 8.44777e-04
13.392857u 7.51331e-02 7.57903e-04
13.888888u 5.84996e-02 5.21119e-04
14.384920u 4.20027e-02 6.19986e-04
14.880952u 2.51042e-02 2.53726e-04
15.376984u 9.28844e-03 8.11400e-04
15.873015u 0.00000e+00 0.00000e+00
16.369047u 6.29314e-04 2.57197e-02
16.865079u 6.38391e-04 4.22073e-02
17.361111u 5.53630e-04 5.85758e-02
17.857142u 0.00000e+00 0.00000e+00
18.353174u 5.06807e-04 9.14893e-02
18.849206u 5.90593e-04 1.08065e-01
19.345238u 8.60587e-04 1.24773e-01
19.841269u 6.24339e-04 1.41075e-01
20.337301u 6.25414e-04 1.57570e-01
20.833333u 6.03432e-04 1.74029e-01
21.329365u 5.78800e-04 1.90514e-01
21.825396u 4.51245e-04 2.06878e-01
22.321428u 6.59396e-04 2.23563e-01
22.817460u 6.29968e-04 2.40014e-01
23.313492u 5.19620e-04 2.56363e-01
23.809523u 6.26060e-04 2.72946e-01
24.305555u 5.82400e-04 2.89403e-01
24.801587u 6.62882e-04 3.05972e-01
25.297619u 8.04592e-04 3.22585e-01
25.793650u 4.89994e-04 3.38733e-01
26.289682u 1.03737e-03 3.56314e-01
26.785714u 7.89075e-04 3.76660e-01
27.281746u 1.02311e-03 3.97515e-01
27.777777u 6.41216e-04 4.52005e-01
28.273809u 5.83928e-04 4.38336e-01
28.769841u 7.28590e-04 4.58997e-01
29.265873u 7.12466e-04 4.79605e-01
29.761904u 7.20186e-04 5.00241e-01
30.257936u 6.28936e-04 5.20742e-01
30.753968u 6.52893e-04 5.41360e-01
31.250000u 5.19003e-01 5.60622e-01
