dly pw_up pw_down
0u 5.76657e-01 6.23016e-01
.496031u 5.59248e-01 5.26586e-04
.992063u 5.40880e-01 4.48982e-04
1.488095u 5.22525e-01 4.37853e-04
1.984126u 5.04228e-01 4.29175e-04
2.480158u 4.85858e-01 3.98263e-04
2.976190u 4.67573e-01 4.40480e-04
3.472222u 4.49287e-01 4.36175e-04
3.968253u 4.30948e-01 4.36470e-04
4.464285u 4.12647e-01 4.30007e-04
4.960317u 3.94273e-01 3.80372e-04
5.456349u 3.75988e-01 4.32730e-04
5.952380u 3.57909e-01 6.32536e-04
6.448412u 3.39374e-01 4.37742e-04
6.944444u 3.21079e-01 4.40038e-04
7.440476u 3.02773e-01 4.56764e-04
7.936507u 2.84420e-01 4.37582e-04
8.432539u 2.66181e-01 4.81784e-04
8.928571u 2.47798e-01 4.40415e-04
9.424603u 2.29510e-01 4.68930e-04
9.920634u 2.11161e-01 4.21461e-04
10.416666u 1.92862e-01 4.44282e-04
10.912698u 1.74563e-01 4.62557e-04
11.408730u 1.56223e-01 4.38849e-04
11.904761u 1.38168e-01 6.74031e-04
12.400793u 1.39927e-01 2.80418e-04
12.896825u 1.01263e-01 4.34504e-04
13.392857u 8.29969e-02 4.46170e-04
13.888888u 6.46411e-02 4.24726e-04
14.384920u 4.65225e-02 5.96930e-04
14.880952u 3.48883e-02 3.89525e-04
15.376984u 9.68663e-03 4.33681e-04
15.873015u 4.42581e-04 9.96556e-03
16.369047u 4.53563e-04 2.82961e-02
16.865079u 4.43365e-04 4.65973e-02
17.361111u 5.08535e-04 6.49921e-02
17.857142u 4.40354e-04 8.32279e-02
18.353174u 4.43267e-04 1.01543e-01
18.849206u 4.43299e-04 1.19862e-01
19.345238u 4.43298e-04 1.38175e-01
19.841269u 4.61975e-04 1.56523e-01
20.337301u 4.43292e-04 1.74807e-01
20.833333u 4.43581e-04 1.93118e-01
21.329365u 4.43312e-04 2.11442e-01
21.825396u 4.43295e-04 2.29751e-01
22.321428u 4.43321e-04 2.48079e-01
22.817460u 4.21655e-04 2.66359e-01
23.313492u 4.43255e-04 2.84693e-01
23.809523u 4.43308e-04 3.03023e-01
24.305555u 4.43285e-04 3.21328e-01
24.801587u 4.43313e-04 3.39660e-01
25.297619u 4.62023e-04 3.57990e-01
25.793650u 4.43261e-04 3.76269e-01
26.289682u 6.01515e-04 3.95294e-01
26.785714u 5.79072e-04 4.18158e-01
27.281746u 5.72174e-04 4.41050e-01
27.777777u 5.53790e-04 4.63919e-01
28.273809u 5.72185e-04 4.86838e-01
28.769841u 5.53545e-04 5.09708e-01
29.265873u 5.72181e-04 5.32627e-01
29.761904u 5.53526e-04 5.55496e-01
30.257936u 5.53494e-04 5.78390e-01
30.753968u 5.28993e-04 6.01260e-01
31.250000u 5.76653e-01 6.23028e-01
