dly pw_up pw_down
0u 5.76563e-01 6.22869e-01
.496031u 5.59162e-01 4.43041e-04
.992063u 5.40764e-01 3.40288e-04
1.488095u 5.22259e-01 2.29070e-04
1.984126u 5.04126e-01 3.83843e-04
2.480158u 4.85624e-01 2.25344e-04
2.976190u 4.67552e-01 3.93225e-04
3.472222u 4.49110e-01 2.76552e-04
3.968253u 4.30733e-01 2.57488e-04
4.464285u 4.12426e-01 2.63698e-04
4.960317u 3.94058e-01 2.32854e-04
5.456349u 3.75875e-01 3.08727e-04
5.952380u 3.57519e-01 2.65084e-04
6.448412u 3.39168e-01 2.61631e-04
6.944444u 3.20863e-01 2.75915e-04
7.440476u 3.02477e-01 2.32533e-04
7.936507u 2.84231e-01 2.73196e-04
8.432539u 2.65925e-01 2.53840e-04
8.928571u 2.47581e-01 2.60959e-04
9.424603u 2.29263e-01 2.53973e-04
9.920634u 2.10900e-01 2.33632e-04
10.416666u 1.92767e-01 3.34956e-04
10.912698u 1.74334e-01 2.50136e-04
11.408730u 1.56061e-01 2.95347e-04
11.904761u 1.37710e-01 2.71029e-04
12.400793u 1.19353e-01 2.43990e-04
12.896825u 1.01204e-01 3.57082e-04
13.392857u 8.27496e-02 2.47804e-04
13.888888u 6.44750e-02 2.89410e-04
14.384920u 4.60960e-02 2.41781e-04
14.880952u 2.77761e-02 2.44942e-04
15.376984u 9.61268e-03 3.33693e-04
15.873015u 2.75962e-04 9.71739e-03
16.369047u 2.76004e-04 2.80322e-02
16.865079u 2.76018e-04 4.63485e-02
17.361111u 2.79667e-04 6.46735e-02
17.857142u 2.76023e-04 8.29809e-02
18.353174u 2.76013e-04 1.01294e-01
18.849206u 2.76005e-04 1.19607e-01
19.345238u 2.76018e-04 1.37927e-01
19.841269u 2.76010e-04 1.56239e-01
20.337301u 2.76024e-04 1.74561e-01
20.833333u 2.76015e-04 1.92872e-01
21.329365u 2.76006e-04 2.11181e-01
21.825396u 2.76015e-04 2.29506e-01
22.321428u 2.76010e-04 2.47815e-01
22.817460u 2.76024e-04 2.66142e-01
23.313492u 2.76016e-04 2.84450e-01
23.809523u 2.76010e-04 3.02756e-01
24.305555u 2.76020e-04 3.21086e-01
24.801587u 2.76009e-04 3.39392e-01
25.297619u 2.76021e-04 3.57722e-01
25.793650u 2.76014e-04 3.76028e-01
26.289682u 3.48443e-04 3.94923e-01
26.785714u 3.44784e-04 4.17807e-01
27.281746u 3.44786e-04 4.40702e-01
27.777777u 3.44786e-04 4.63595e-01
28.273809u 3.44787e-04 4.86491e-01
28.769841u 3.44787e-04 5.09385e-01
29.265873u 3.55814e-04 5.32286e-01
29.761904u 3.44788e-04 5.55174e-01
30.257936u 3.44786e-04 5.78068e-01
30.753968u 3.48442e-04 6.00974e-01
31.250000u 5.76563e-01 6.22869e-01
