dly pw_up pw_down
0u 5.75674e-01 6.22421e-01
.496031u 5.60717e-01 1.86300e-03
.992063u 0.00000e+00 0.00000e+00
1.488095u 0.00000e+00 0.00000e+00
1.984126u 5.05709e-01 1.67041e-03
2.480158u 4.87343e-01 1.70372e-03
2.976190u 4.69100e-01 1.85342e-03
3.472222u 4.50636e-01 1.63440e-03
3.968253u 0.00000e+00 0.00000e+00
4.464285u 4.14411e-01 2.11839e-03
4.960317u 4.94959e-01 1.89414e-03
5.456349u 3.77166e-01 1.49802e-03
5.952380u 3.59450e-01 1.99193e-03
6.448412u 3.40797e-01 1.73956e-03
6.944444u 3.22474e-01 1.69805e-03
7.440476u 3.03959e-01 1.52265e-03
7.936507u 2.85941e-01 1.84271e-03
8.432539u 2.67668e-01 1.88831e-03
8.928571u 2.49060e-01 1.59552e-03
9.424603u 2.31130e-01 1.93040e-03
9.920634u 2.12457e-01 1.58443e-03
10.416666u 1.94191e-01 1.66713e-03
10.912698u 0.00000e+00 0.00000e+00
11.408730u 1.96482e-01 1.42923e-03
11.904761u 1.39680e-01 2.05891e-03
12.400793u 1.21135e-01 1.79897e-03
12.896825u 1.02731e-01 1.76894e-03
13.392857u 8.49399e-02 2.30886e-03
13.888888u 6.65191e-02 2.07293e-03
14.384920u 4.77744e-02 1.71434e-03
14.880952u 3.32545e-02 1.80356e-03
15.376984u 1.07365e-02 1.38137e-03
15.873015u 1.85110e-03 1.14052e-02
16.369047u 1.84712e-03 2.97590e-02
16.865079u 0.00000e+00 0.00000e+00
17.361111u 1.78413e-03 6.63168e-02
17.857142u 2.16463e-03 9.44372e-02
18.353174u 1.49509e-03 1.02599e-01
18.849206u 1.60238e-03 1.21073e-01
19.345238u 2.13323e-03 1.39861e-01
19.841269u 1.98555e-03 1.58009e-01
20.337301u 1.70848e-03 1.76096e-01
20.833333u 1.82915e-03 1.94605e-01
21.329365u 2.03807e-03 2.12938e-01
21.825396u 1.95784e-03 2.31308e-01
22.321428u 2.00332e-03 2.70351e-01
22.817460u 1.91151e-03 2.67830e-01
23.313492u 1.80632e-03 3.06559e-01
23.809523u 1.81977e-03 3.04434e-01
24.305555u 1.92386e-03 3.22848e-01
24.801587u 1.93840e-03 3.41154e-01
25.297619u 0.00000e+00 0.00000e+00
25.793650u 1.78320e-03 3.96840e-01
26.289682u 1.91751e-01 3.97057e-01
26.785714u 0.00000e+00 0.00000e+00
27.281746u 2.29404e-03 4.42869e-01
27.777777u 2.62879e-03 4.66089e-01
28.273809u 2.34974e-03 4.88694e-01
28.769841u 2.12966e-03 5.11315e-01
29.265873u 2.21758e-03 5.34265e-01
29.761904u 2.16566e-03 5.57190e-01
30.257936u 2.09606e-03 5.79984e-01
30.753968u 2.51437e-03 6.03330e-01
31.250000u 5.75943e-01 6.22236e-01
