dly pw_up pw_down
0u 5.18946e-01 5.61259e-01
.496031u 5.04830e-01 1.85662e-03
.992063u 4.87873e-01 1.41541e-03
1.488095u 7.38649e-01 1.71931e-03
1.984126u 4.56272e-01 2.77815e-03
2.480158u 4.38572e-01 1.58899e-03
2.976190u 7.04685e-01 2.26750e-03
3.472222u 6.35544e-01 1.53325e-03
3.968253u 3.89486e-01 1.90668e-03
4.464285u 3.73215e-01 1.99152e-03
4.960317u 3.56093e-01 1.47818e-03
5.456349u 7.75569e-01 2.22520e-03
5.952380u 4.14470e-01 1.75611e-03
6.448412u 3.07051e-01 1.86643e-03
6.944444u 2.91136e-01 2.45631e-03
7.440476u 2.73757e-01 1.52010e-03
7.936507u 4.52730e-01 2.26467e-03
8.432539u 2.40955e-01 1.75584e-03
8.928571u 4.27620e-01 1.82701e-03
9.424603u 2.08084e-01 1.94786e-03
9.920634u 1.91474e-01 1.74049e-03
10.416666u 4.32242e-01 2.29586e-03
10.912698u 2.90675e-01 1.61474e-03
11.408730u 1.42011e-01 1.68371e-03
11.904761u 1.25299e-01 1.56064e-03
12.400793u 5.72990e-01 2.26887e-03
12.896825u 2.41544e-01 1.92171e-03
13.392857u 3.16410e-01 1.93397e-03
13.888888u 5.96871e-02 1.75631e-03
14.384920u 4.38695e-02 2.41351e-03
14.880952u 2.64517e-02 1.51767e-03
15.376984u 1.13149e-02 2.78470e-03
15.873015u 1.96654e-03 1.03685e-02
16.369047u 1.24822e-01 2.76116e-02
16.865079u 1.87452e-03 4.32794e-02
17.361111u 2.07025e-03 5.99136e-02
17.857142u 2.38351e-03 7.67718e-02
18.353174u 1.98556e-03 9.28205e-02
18.849206u 1.03930e-01 1.09270e-01
19.345238u 2.30266e-01 1.26002e-01
19.841269u 1.64221e-03 1.58226e-01
20.337301u 2.26017e-03 1.58965e-01
20.833333u 0.00000e+00 0.00000e+00
21.329365u 2.13312e-01 1.91666e-01
21.825396u 3.81103e-01 2.08177e-01
22.321428u 7.54963e-02 2.25109e-01
22.817460u 1.94331e-03 2.41157e-01
23.313492u 1.97173e-01 2.57802e-01
23.809523u 6.28595e-02 2.74270e-01
24.305555u 1.98674e-03 2.90569e-01
24.801587u 2.47069e-03 3.07581e-01
25.297619u 3.52390e-01 3.23728e-01
25.793650u 1.76415e-01 3.40457e-01
26.289682u 4.31667e-02 3.58184e-01
26.785714u 2.94358e-03 3.78494e-01
27.281746u 4.18756e-02 1.03975e+00
27.777777u 1.87936e-01 4.19239e-01
28.273809u 1.56755e-01 4.40600e-01
28.769841u 3.14924e-03 4.61101e-01
29.265873u 1.77890e-02 4.81276e-01
29.761904u 2.61729e-03 5.01885e-01
30.257936u 2.53648e-03 5.22332e-01
30.753968u 5.36955e-03 5.42892e-01
31.250000u 5.18374e-01 5.62222e-01
