dly pw_up pw_down
0u 6.34317e-01 6.85282e-01
.496031u 6.14807e-01 3.42783e-04
.992063u 5.94684e-01 3.73749e-04
1.488095u 5.74585e-01 3.91281e-04
1.984126u 5.54478e-01 4.24978e-04
2.480158u 5.34105e-01 2.35505e-04
2.976190u 5.14034e-01 3.23463e-04
3.472222u 4.94097e-01 4.93709e-04
3.968253u 4.73980e-01 4.95756e-04
4.464285u 4.53578e-01 2.94506e-04
4.960317u 4.33460e-01 3.14874e-04
5.456349u 4.13329e-01 3.36732e-04
5.952380u 3.93429e-01 5.48917e-04
6.448412u 3.73325e-01 5.56887e-04
6.944444u 3.52718e-01 2.09615e-04
7.440476u 3.32810e-01 3.71039e-04
7.936507u 3.12689e-01 4.10137e-04
8.432539u 2.92498e-01 3.90383e-04
8.928571u 2.72360e-01 3.62592e-04
9.424603u 0.00000e+00 0.00000e+00
9.920634u 2.32020e-01 3.47450e-04
10.416666u 2.11841e-01 3.18066e-04
10.912698u 6.45667e-01 3.42419e-04
11.408730u 1.71586e-01 3.40855e-04
11.904761u 1.51495e-01 3.92718e-04
12.400793u 1.31237e-01 3.23358e-04
12.896825u 1.11041e-01 2.62936e-04
13.392857u 9.09868e-02 3.51583e-04
13.888888u 1.11324e-01 3.72813e-04
14.384920u 5.08665e-02 4.78847e-04
14.880952u 3.08557e-02 6.09719e-04
15.376984u 1.04895e-02 4.09805e-04
15.873015u 4.39103e-04 1.07793e-02
16.369047u 3.39141e-04 3.08534e-02
16.865079u 3.44326e-04 5.10056e-02
17.361111u 2.11896e-04 7.09735e-02
17.857142u 2.02676e-04 9.11184e-02
18.353174u 2.44351e-04 1.11306e-01
18.849206u 1.85004e-04 1.31394e-01
19.345238u 4.09574e-04 1.51775e-01
19.841269u 1.70714e-04 1.71676e-01
20.337301u 1.86996e-04 1.91835e-01
20.833333u 3.19051e-04 2.12154e-01
21.329365u 1.68508e-04 2.32112e-01
21.825396u 1.68282e-04 2.52272e-01
22.321428u 1.68175e-04 2.72412e-01
22.817460u 1.68319e-04 2.92549e-01
23.313492u 2.39171e-01 3.12851e-01
23.809523u 3.06398e-04 3.33003e-01
24.305555u 1.67990e-04 3.53013e-01
24.801587u 1.75249e-04 3.73166e-01
25.297619u 2.60990e-04 3.93383e-01
25.793650u 3.06429e-04 4.13597e-01
26.289682u 2.09782e-04 4.34161e-01
26.785714u 2.09799e-04 4.59343e-01
27.281746u 2.09798e-04 4.84526e-01
27.777777u 2.09795e-04 5.09713e-01
28.273809u 5.67954e-04 5.35283e-01
28.769841u 2.09795e-04 5.60078e-01
29.265873u 2.09793e-04 5.85261e-01
29.761904u 2.09786e-04 6.10443e-01
30.257936u 2.09805e-04 6.35630e-01
30.753968u 2.14493e-04 6.60813e-01
31.250000u 6.34304e-01 6.85303e-01
