 0.00000000e+00  4.82080413e-01 
 2.00000000e-13  4.82080413e-01 
 4.00000000e-13  4.82080413e-01 
 8.00000000e-13  4.82080413e-01 
 1.60000000e-12  4.82080413e-01 
 3.20000000e-12  4.82080413e-01 
 6.40000000e-12  4.82080413e-01 
 1.28000000e-11  4.82080413e-01 
 2.56000000e-11  4.82080413e-01 
 4.56000000e-11  4.82080413e-01 
 6.56000000e-11  4.82080413e-01 
 8.56000000e-11  4.82080413e-01 
 1.05600000e-10  4.82080413e-01 
 1.25600000e-10  4.82080413e-01 
 1.45600000e-10  4.82080413e-01 
 1.65600000e-10  4.82080413e-01 
 1.85600000e-10  4.82080413e-01 
 2.05600000e-10  4.82080413e-01 
 2.25600000e-10  4.82080414e-01 
 2.45600000e-10  4.82080414e-01 
 2.65600000e-10  4.82080414e-01 
 2.85600000e-10  4.82080414e-01 
 3.05600000e-10  4.82080414e-01 
 3.25600000e-10  4.82080414e-01 
 3.45600000e-10  4.82080414e-01 
 3.65600000e-10  4.82080414e-01 
 3.85600000e-10  4.82080414e-01 
 4.05600000e-10  4.82080413e-01 
 4.25600000e-10  4.82080413e-01 
 4.45600000e-10  4.82080412e-01 
 4.65600000e-10  4.82080411e-01 
 4.85600000e-10  4.82080409e-01 
 5.05600000e-10  4.82080407e-01 
 5.25600000e-10  4.82080405e-01 
 5.45600000e-10  4.82080402e-01 
 5.65600000e-10  4.82080398e-01 
 5.85600000e-10  4.82080394e-01 
 6.05600000e-10  4.82080390e-01 
 6.25600000e-10  4.82080386e-01 
 6.45600000e-10  4.82080383e-01 
 6.65600000e-10  4.82080382e-01 
 6.85600000e-10  4.82080385e-01 
 7.05600000e-10  4.82080392e-01 
 7.25600000e-10  4.82080408e-01 
 7.45600000e-10  4.82080433e-01 
 7.65600000e-10  4.82080473e-01 
 7.85600000e-10  4.82080529e-01 
 8.05600000e-10  4.82080608e-01 
 8.25600000e-10  4.82080711e-01 
 8.45600000e-10  4.82080843e-01 
 8.65600000e-10  4.82081005e-01 
 8.85600000e-10  4.82081194e-01 
 9.05600000e-10  4.82081406e-01 
 9.25600000e-10  4.82081628e-01 
 9.45600000e-10  4.82081837e-01 
 9.65600000e-10  4.82082000e-01 
 9.85600000e-10  4.82082068e-01 
 1.00560000e-09  4.82081969e-01 
 1.02560000e-09  4.82081613e-01 
 1.04560000e-09  4.82080880e-01 
 1.06560000e-09  4.82079622e-01 
 1.08560000e-09  4.82077664e-01 
 1.10560000e-09  4.82074809e-01 
 1.12560000e-09  4.82070846e-01 
 1.14560000e-09  4.82065570e-01 
 1.16560000e-09  4.82058811e-01 
 1.18560000e-09  4.82050477e-01 
 1.20560000e-09  4.82040616e-01 
 1.22560000e-09  4.82029500e-01 
 1.24560000e-09  4.82017730e-01 
 1.26560000e-09  4.82006372e-01 
 1.28560000e-09  4.81997116e-01 
 1.30560000e-09  4.81992464e-01 
 1.32560000e-09  4.81995922e-01 
 1.34560000e-09  4.82012208e-01 
 1.36560000e-09  4.82047421e-01 
 1.38560000e-09  4.82109149e-01 
 1.40560000e-09  4.82206469e-01 
 1.42560000e-09  4.82349740e-01 
 1.44560000e-09  4.82550124e-01 
 1.46560000e-09  4.82818686e-01 
 1.48560000e-09  4.83164941e-01 
 1.50560000e-09  4.83594673e-01 
 1.52560000e-09  4.84106837e-01 
