 0.00000000e+00  5.67669784e-01 
 2.00000000e-13  5.67669784e-01 
 4.00000000e-13  5.67669784e-01 
 8.00000000e-13  5.67669784e-01 
 1.60000000e-12  5.67669784e-01 
 3.20000000e-12  5.67669784e-01 
 6.40000000e-12  5.67669784e-01 
 1.28000000e-11  5.67669784e-01 
 2.56000000e-11  5.67669784e-01 
 4.56000000e-11  5.67669784e-01 
 6.56000000e-11  5.67669784e-01 
 8.56000000e-11  5.67669784e-01 
 1.05600000e-10  5.67669784e-01 
 1.25600000e-10  5.67669784e-01 
 1.45600000e-10  5.67669784e-01 
 1.65600000e-10  5.67669784e-01 
 1.85600000e-10  5.67669784e-01 
 2.05600000e-10  5.67669784e-01 
 2.25600000e-10  5.67669784e-01 
 2.45600000e-10  5.67669784e-01 
 2.65600000e-10  5.67669784e-01 
 2.85600000e-10  5.67669784e-01 
 3.05600000e-10  5.67669784e-01 
 3.25600000e-10  5.67669784e-01 
 3.45600000e-10  5.67669784e-01 
 3.65600000e-10  5.67669784e-01 
 3.85600000e-10  5.67669785e-01 
 4.05600000e-10  5.67669786e-01 
 4.25600000e-10  5.67669787e-01 
 4.45600000e-10  5.67669789e-01 
 4.65600000e-10  5.67669791e-01 
 4.85600000e-10  5.67669794e-01 
 5.05600000e-10  5.67669798e-01 
 5.25600000e-10  5.67669803e-01 
 5.45600000e-10  5.67669808e-01 
 5.65600000e-10  5.67669812e-01 
 5.85600000e-10  5.67669816e-01 
 6.05600000e-10  5.67669818e-01 
 6.25600000e-10  5.67669815e-01 
 6.45600000e-10  5.67669805e-01 
 6.65600000e-10  5.67669785e-01 
 6.85600000e-10  5.67669751e-01 
 7.05600000e-10  5.67669697e-01 
 7.25600000e-10  5.67669618e-01 
 7.45600000e-10  5.67669507e-01 
 7.65600000e-10  5.67669360e-01 
 7.85600000e-10  5.67669174e-01 
 8.05600000e-10  5.67668949e-01 
 8.25600000e-10  5.67668693e-01 
 8.45600000e-10  5.67668425e-01 
 8.65600000e-10  5.67668176e-01 
 8.85600000e-10  5.67668002e-01 
 9.05600000e-10  5.67667983e-01 
 9.25600000e-10  5.67668235e-01 
 9.45600000e-10  5.67668916e-01 
 9.65600000e-10  5.67670229e-01 
 9.85600000e-10  5.67672423e-01 
 1.00560000e-09  5.67675791e-01 
 1.02560000e-09  5.67680653e-01 
 1.04560000e-09  5.67687322e-01 
 1.06560000e-09  5.67696054e-01 
 1.08560000e-09  5.67706965e-01 
 1.10560000e-09  5.67719907e-01 
 1.12560000e-09  5.67734307e-01 
 1.14560000e-09  5.67748945e-01 
 1.16560000e-09  5.67761676e-01 
 1.18560000e-09  5.67769102e-01 
 1.20560000e-09  5.67766201e-01 
 1.22560000e-09  5.67745938e-01 
 1.24560000e-09  5.67698926e-01 
 1.26560000e-09  5.67613196e-01 
 1.28560000e-09  5.67474225e-01 
 1.30560000e-09  5.67265379e-01 
 1.32560000e-09  5.66969012e-01 
 1.34560000e-09  5.66568524e-01 
 1.36560000e-09  5.66051750e-01 
 1.38560000e-09  5.65416098e-01 
 1.40560000e-09  5.64675890e-01 
 1.42560000e-09  5.63872413e-01 
 1.44560000e-09  5.63086942e-01 
 1.46560000e-09  5.62456857e-01 
 1.48560000e-09  5.62194614e-01 
 1.50560000e-09  5.62608576e-01 
 1.52560000e-09  5.64123735e-01 
 1.54560000e-09  5.67298937e-01 
 1.56560000e-09  5.72835229e-01 
 1.58560000e-09  5.81567368e-01 
 1.60560000e-09  5.94427262e-01 
 1.62560000e-09  6.12364352e-01 
 1.64560000e-09  6.36204228e-01 
 1.66560000e-09  6.66424405e-01 
 1.68560000e-09  7.02827319e-01 
 1.70560000e-09  7.44099133e-01 
 1.72560000e-09  7.87265178e-01 
 1.74560000e-09  8.27092387e-01 
 1.76560000e-09  8.55490619e-01 
 1.78560000e-09  8.60713027e-01 
 1.80560000e-09  8.25932347e-01 
 1.82560000e-09  7.28934260e-01 
 1.84560000e-09  5.47989901e-01 
 1.86560000e-09  2.84136967e-01 
 1.88560000e-09  6.94363068e-02 
 1.90560000e-09  1.08332796e-02 
 1.92560000e-09  1.15315846e-02 
